	taxa	sample	mean	se	V1	V2	V3	V4	Time	TP
1060	log_KP_rel_mean	C5-G3-T3-TP24	0	0	C5	G3	T3	TP24	72	24
1061	log_CI_rel_mean	C5-G3-T4-TP0	0	NA	C5	G3	T4	TP0	48.1	0
1062	log_Lac_rel_mean	C5-G3-T4-TP0	0	0	C5	G3	T4	TP0	48.1	0
1063	log_EF_rel_mean	C5-G3-T4-TP0	0	0	C5	G3	T4	TP0	48.1	0
1064	log_EC_rel_mean	C5-G3-T4-TP0	0	0	C5	G3	T4	TP0	48.1	0
1065	log_KP_rel_mean	C5-G3-T4-TP0	0	0	C5	G3	T4	TP0	48.1	0
1066	log_CI_rel_mean	C5-G3-T4-TP3	0.00126478	NA	C5	G3	T4	TP3	51	3
1067	log_Lac_rel_mean	C5-G3-T4-TP3	0.000192031	NA	C5	G3	T4	TP3	51	3
1068	log_EF_rel_mean	C5-G3-T4-TP3	0.6924181	NA	C5	G3	T4	TP3	51	3
1069	log_EC_rel_mean	C5-G3-T4-TP3	0	NA	C5	G3	T4	TP3	51	3
1070	log_KP_rel_mean	C5-G3-T4-TP3	0	NA	C5	G3	T4	TP3	51	3
1071	log_CI_rel_mean	C5-G3-T4-TP6	0.002892574	NA	C5	G3	T4	TP6	54	6
1072	log_Lac_rel_mean	C5-G3-T4-TP6	0.006766836	0.005030753	C5	G3	T4	TP6	54	6
1073	log_EF_rel_mean	C5-G3-T4-TP6	3.742208436	1.264018544	C5	G3	T4	TP6	54	6
1074	log_EC_rel_mean	C5-G3-T4-TP6	0	0	C5	G3	T4	TP6	54	6
1075	log_KP_rel_mean	C5-G3-T4-TP6	0	0	C5	G3	T4	TP6	54	6
1076	log_CI_rel_mean	C5-G3-T4-TP12	0.016569754	NA	C5	G3	T4	TP12	60	12
1077	log_Lac_rel_mean	C5-G3-T4-TP12	0.018063195	0.001471155	C5	G3	T4	TP12	60	12
1078	log_EF_rel_mean	C5-G3-T4-TP12	5.765438795	0.062069385	C5	G3	T4	TP12	60	12
1079	log_EC_rel_mean	C5-G3-T4-TP12	0	0	C5	G3	T4	TP12	60	12
1080	log_KP_rel_mean	C5-G3-T4-TP12	0	0	C5	G3	T4	TP12	60	12
1081	log_CI_rel_mean	C5-G3-T4-TP24	0.01907591	NA	C5	G3	T4	TP24	72	24
1082	log_Lac_rel_mean	C5-G3-T4-TP24	0.034927176	0.012895214	C5	G3	T4	TP24	72	24
1083	log_EF_rel_mean	C5-G3-T4-TP24	5.562790578	0.052409173	C5	G3	T4	TP24	72	24
1084	log_EC_rel_mean	C5-G3-T4-TP24	0	0	C5	G3	T4	TP24	72	24
1085	log_KP_rel_mean	C5-G3-T4-TP24	0	0	C5	G3	T4	TP24	72	24
1086	log_CI_rel_mean	C1-G1-T1-TP24x	NA	NA	C1	G1	T1	TP24x	24.05	NA
1087	log_CI_rel_mean	C2-G1-T1-TP24x	NA	NA	C2	G1	T1	TP24x	24.05	NA
1088	log_CI_rel_mean	C3-G1-T1-TP24x	NA	NA	C3	G1	T1	TP24x	24.05	NA
1089	log_CI_rel_mean	C4-G1-T1-TP24x	NA	NA	C4	G1	T1	TP24x	24.05	NA
1090	log_CI_rel_mean	C5-G1-T1-TP24x	NA	NA	C5	G1	T1	TP24x	24.05	NA
1091	log_EC_rel_mean	C1-G1-T1-TP24x	NA	NA	C1	G1	T1	TP24x	24.05	NA
1092	log_EC_rel_mean	C2-G1-T1-TP24x	NA	NA	C2	G1	T1	TP24x	24.05	NA
1093	log_EC_rel_mean	C3-G1-T1-TP24x	NA	NA	C3	G1	T1	TP24x	24.05	NA
1094	log_EC_rel_mean	C4-G1-T1-TP24x	NA	NA	C4	G1	T1	TP24x	24.05	NA
1095	log_EC_rel_mean	C5-G1-T1-TP24x	NA	NA	C5	G1	T1	TP24x	24.05	NA
1096	log_EF_rel_mean	C1-G1-T1-TP24x	NA	NA	C1	G1	T1	TP24x	24.05	NA
1097	log_EF_rel_mean	C2-G1-T1-TP24x	NA	NA	C2	G1	T1	TP24x	24.05	NA
1098	log_EF_rel_mean	C3-G1-T1-TP24x	NA	NA	C3	G1	T1	TP24x	24.05	NA
1099	log_EF_rel_mean	C4-G1-T1-TP24x	NA	NA	C4	G1	T1	TP24x	24.05	NA
1100	log_EF_rel_mean	C5-G1-T1-TP24x	NA	NA	C5	G1	T1	TP24x	24.05	NA
1101	log_KP_rel_mean	C1-G1-T1-TP24x	NA	NA	C1	G1	T1	TP24x	24.05	NA
1102	log_KP_rel_mean	C2-G1-T1-TP24x	NA	NA	C2	G1	T1	TP24x	24.05	NA
1103	log_KP_rel_mean	C3-G1-T1-TP24x	NA	NA	C3	G1	T1	TP24x	24.05	NA
1104	log_KP_rel_mean	C4-G1-T1-TP24x	NA	NA	C4	G1	T1	TP24x	24.05	NA
1105	log_KP_rel_mean	C5-G1-T1-TP24x	NA	NA	C5	G1	T1	TP24x	24.05	NA
1106	log_Lac_rel_mean	C1-G1-T1-TP24x	NA	NA	C1	G1	T1	TP24x	24.05	NA
1107	log_Lac_rel_mean	C2-G1-T1-TP24x	NA	NA	C2	G1	T1	TP24x	24.05	NA
1108	log_Lac_rel_mean	C3-G1-T1-TP24x	NA	NA	C3	G1	T1	TP24x	24.05	NA
1109	log_Lac_rel_mean	C4-G1-T1-TP24x	NA	NA	C4	G1	T1	TP24x	24.05	NA
1110	log_Lac_rel_mean	C5-G1-T1-TP24x	NA	NA	C5	G1	T1	TP24x	24.05	NA
1111	log_CI_rel_mean	C1-G2-T1-TP24x	NA	NA	C1	G2	T1	TP24x	48.05	NA
1112	log_CI_rel_mean	C1-G2-T2-TP24x	NA	NA	C1	G2	T2	TP24x	48.05	NA
1113	log_CI_rel_mean	C1-G2-T3-TP24x	NA	NA	C1	G2	T3	TP24x	48.05	NA
1114	log_CI_rel_mean	C1-G2-T4-TP24x	NA	NA	C1	G2	T4	TP24x	48.05	NA
1115	log_CI_rel_mean	C2-G2-T1-TP24x	NA	NA	C2	G2	T1	TP24x	48.05	NA
1116	log_CI_rel_mean	C2-G2-T2-TP24x	NA	NA	C2	G2	T2	TP24x	48.05	NA
1117	log_CI_rel_mean	C2-G2-T3-TP24x	NA	NA	C2	G2	T3	TP24x	48.05	NA
1118	log_CI_rel_mean	C2-G2-T4-TP24x	NA	NA	C2	G2	T4	TP24x	48.05	NA
1119	log_CI_rel_mean	C3-G2-T1-TP24x	NA	NA	C3	G2	T1	TP24x	48.05	NA
1120	log_CI_rel_mean	C3-G2-T2-TP24x	NA	NA	C3	G2	T2	TP24x	48.05	NA
1121	log_CI_rel_mean	C3-G2-T3-TP24x	NA	NA	C3	G2	T3	TP24x	48.05	NA
1122	log_CI_rel_mean	C3-G2-T4-TP24x	NA	NA	C3	G2	T4	TP24x	48.05	NA
1123	log_CI_rel_mean	C4-G2-T1-TP24x	NA	NA	C4	G2	T1	TP24x	48.05	NA
1124	log_CI_rel_mean	C4-G2-T2-TP24x	NA	NA	C4	G2	T2	TP24x	48.05	NA
1125	log_CI_rel_mean	C4-G2-T3-TP24x	NA	NA	C4	G2	T3	TP24x	48.05	NA
1126	log_CI_rel_mean	C4-G2-T4-TP24x	NA	NA	C4	G2	T4	TP24x	48.05	NA
1127	log_CI_rel_mean	C5-G2-T1-TP24x	NA	NA	C5	G2	T1	TP24x	48.05	NA
1128	log_CI_rel_mean	C5-G2-T2-TP24x	NA	NA	C5	G2	T2	TP24x	48.05	NA
1129	log_CI_rel_mean	C5-G2-T3-TP24x	NA	NA	C5	G2	T3	TP24x	48.05	NA
1130	log_CI_rel_mean	C5-G2-T4-TP24x	NA	NA	C5	G2	T4	TP24x	48.05	NA
1131	log_EC_rel_mean	C1-G2-T1-TP24x	NA	NA	C1	G2	T1	TP24x	48.05	NA
1132	log_EC_rel_mean	C1-G2-T2-TP24x	NA	NA	C1	G2	T2	TP24x	48.05	NA
1133	log_EC_rel_mean	C1-G2-T3-TP24x	NA	NA	C1	G2	T3	TP24x	48.05	NA
1134	log_EC_rel_mean	C1-G2-T4-TP24x	NA	NA	C1	G2	T4	TP24x	48.05	NA
1135	log_EC_rel_mean	C2-G2-T1-TP24x	NA	NA	C2	G2	T1	TP24x	48.05	NA
1136	log_EC_rel_mean	C2-G2-T2-TP24x	NA	NA	C2	G2	T2	TP24x	48.05	NA
1137	log_EC_rel_mean	C2-G2-T3-TP24x	NA	NA	C2	G2	T3	TP24x	48.05	NA
1138	log_EC_rel_mean	C2-G2-T4-TP24x	NA	NA	C2	G2	T4	TP24x	48.05	NA
1139	log_EC_rel_mean	C3-G2-T1-TP24x	NA	NA	C3	G2	T1	TP24x	48.05	NA
1140	log_EC_rel_mean	C3-G2-T2-TP24x	NA	NA	C3	G2	T2	TP24x	48.05	NA
1141	log_EC_rel_mean	C3-G2-T3-TP24x	NA	NA	C3	G2	T3	TP24x	48.05	NA
1142	log_EC_rel_mean	C3-G2-T4-TP24x	NA	NA	C3	G2	T4	TP24x	48.05	NA
1143	log_EC_rel_mean	C4-G2-T1-TP24x	NA	NA	C4	G2	T1	TP24x	48.05	NA
1144	log_EC_rel_mean	C4-G2-T2-TP24x	NA	NA	C4	G2	T2	TP24x	48.05	NA
1145	log_EC_rel_mean	C4-G2-T3-TP24x	NA	NA	C4	G2	T3	TP24x	48.05	NA
1146	log_EC_rel_mean	C4-G2-T4-TP24x	NA	NA	C4	G2	T4	TP24x	48.05	NA
1147	log_EC_rel_mean	C5-G2-T1-TP24x	NA	NA	C5	G2	T1	TP24x	48.05	NA
1148	log_EC_rel_mean	C5-G2-T2-TP24x	NA	NA	C5	G2	T2	TP24x	48.05	NA
1149	log_EC_rel_mean	C5-G2-T3-TP24x	NA	NA	C5	G2	T3	TP24x	48.05	NA
1150	log_EC_rel_mean	C5-G2-T4-TP24x	NA	NA	C5	G2	T4	TP24x	48.05	NA
1151	log_EF_rel_mean	C1-G2-T1-TP24x	NA	NA	C1	G2	T1	TP24x	48.05	NA
1152	log_EF_rel_mean	C1-G2-T2-TP24x	NA	NA	C1	G2	T2	TP24x	48.05	NA
1153	log_EF_rel_mean	C1-G2-T3-TP24x	NA	NA	C1	G2	T3	TP24x	48.05	NA
1154	log_EF_rel_mean	C1-G2-T4-TP24x	NA	NA	C1	G2	T4	TP24x	48.05	NA
1155	log_EF_rel_mean	C2-G2-T1-TP24x	NA	NA	C2	G2	T1	TP24x	48.05	NA
1156	log_EF_rel_mean	C2-G2-T2-TP24x	NA	NA	C2	G2	T2	TP24x	48.05	NA
1157	log_EF_rel_mean	C2-G2-T3-TP24x	NA	NA	C2	G2	T3	TP24x	48.05	NA
1158	log_EF_rel_mean	C2-G2-T4-TP24x	NA	NA	C2	G2	T4	TP24x	48.05	NA
1159	log_EF_rel_mean	C3-G2-T1-TP24x	NA	NA	C3	G2	T1	TP24x	48.05	NA
1160	log_EF_rel_mean	C3-G2-T2-TP24x	NA	NA	C3	G2	T2	TP24x	48.05	NA
1161	log_EF_rel_mean	C3-G2-T3-TP24x	NA	NA	C3	G2	T3	TP24x	48.05	NA
1162	log_EF_rel_mean	C3-G2-T4-TP24x	NA	NA	C3	G2	T4	TP24x	48.05	NA
1163	log_EF_rel_mean	C4-G2-T1-TP24x	NA	NA	C4	G2	T1	TP24x	48.05	NA
1164	log_EF_rel_mean	C4-G2-T2-TP24x	NA	NA	C4	G2	T2	TP24x	48.05	NA
1165	log_EF_rel_mean	C4-G2-T3-TP24x	NA	NA	C4	G2	T3	TP24x	48.05	NA
1166	log_EF_rel_mean	C4-G2-T4-TP24x	NA	NA	C4	G2	T4	TP24x	48.05	NA
1167	log_EF_rel_mean	C5-G2-T1-TP24x	NA	NA	C5	G2	T1	TP24x	48.05	NA
1168	log_EF_rel_mean	C5-G2-T2-TP24x	NA	NA	C5	G2	T2	TP24x	48.05	NA
1169	log_EF_rel_mean	C5-G2-T3-TP24x	NA	NA	C5	G2	T3	TP24x	48.05	NA
1170	log_EF_rel_mean	C5-G2-T4-TP24x	NA	NA	C5	G2	T4	TP24x	48.05	NA
1171	log_KP_rel_mean	C1-G2-T1-TP24x	NA	NA	C1	G2	T1	TP24x	48.05	NA
1172	log_KP_rel_mean	C1-G2-T2-TP24x	NA	NA	C1	G2	T2	TP24x	48.05	NA
1173	log_KP_rel_mean	C1-G2-T3-TP24x	NA	NA	C1	G2	T3	TP24x	48.05	NA
1174	log_KP_rel_mean	C1-G2-T4-TP24x	NA	NA	C1	G2	T4	TP24x	48.05	NA
1175	log_KP_rel_mean	C2-G2-T1-TP24x	NA	NA	C2	G2	T1	TP24x	48.05	NA
1176	log_KP_rel_mean	C2-G2-T2-TP24x	NA	NA	C2	G2	T2	TP24x	48.05	NA
1177	log_KP_rel_mean	C2-G2-T3-TP24x	NA	NA	C2	G2	T3	TP24x	48.05	NA
1178	log_KP_rel_mean	C2-G2-T4-TP24x	NA	NA	C2	G2	T4	TP24x	48.05	NA
1179	log_KP_rel_mean	C3-G2-T1-TP24x	NA	NA	C3	G2	T1	TP24x	48.05	NA
1180	log_KP_rel_mean	C3-G2-T2-TP24x	NA	NA	C3	G2	T2	TP24x	48.05	NA
1181	log_KP_rel_mean	C3-G2-T3-TP24x	NA	NA	C3	G2	T3	TP24x	48.05	NA
1182	log_KP_rel_mean	C3-G2-T4-TP24x	NA	NA	C3	G2	T4	TP24x	48.05	NA
1183	log_KP_rel_mean	C4-G2-T1-TP24x	NA	NA	C4	G2	T1	TP24x	48.05	NA
1184	log_KP_rel_mean	C4-G2-T2-TP24x	NA	NA	C4	G2	T2	TP24x	48.05	NA
1185	log_KP_rel_mean	C4-G2-T3-TP24x	NA	NA	C4	G2	T3	TP24x	48.05	NA
1186	log_KP_rel_mean	C4-G2-T4-TP24x	NA	NA	C4	G2	T4	TP24x	48.05	NA
1187	log_KP_rel_mean	C5-G2-T1-TP24x	NA	NA	C5	G2	T1	TP24x	48.05	NA
1188	log_KP_rel_mean	C5-G2-T2-TP24x	NA	NA	C5	G2	T2	TP24x	48.05	NA
1189	log_KP_rel_mean	C5-G2-T3-TP24x	NA	NA	C5	G2	T3	TP24x	48.05	NA
1190	log_KP_rel_mean	C5-G2-T4-TP24x	NA	NA	C5	G2	T4	TP24x	48.05	NA
1191	log_Lac_rel_mean	C1-G2-T1-TP24x	NA	NA	C1	G2	T1	TP24x	48.05	NA
1192	log_Lac_rel_mean	C1-G2-T2-TP24x	NA	NA	C1	G2	T2	TP24x	48.05	NA
1193	log_Lac_rel_mean	C1-G2-T3-TP24x	NA	NA	C1	G2	T3	TP24x	48.05	NA
1194	log_Lac_rel_mean	C1-G2-T4-TP24x	NA	NA	C1	G2	T4	TP24x	48.05	NA
1195	log_Lac_rel_mean	C2-G2-T1-TP24x	NA	NA	C2	G2	T1	TP24x	48.05	NA
1196	log_Lac_rel_mean	C2-G2-T2-TP24x	NA	NA	C2	G2	T2	TP24x	48.05	NA
1197	log_Lac_rel_mean	C2-G2-T3-TP24x	NA	NA	C2	G2	T3	TP24x	48.05	NA
1198	log_Lac_rel_mean	C2-G2-T4-TP24x	NA	NA	C2	G2	T4	TP24x	48.05	NA
1199	log_Lac_rel_mean	C3-G2-T1-TP24x	NA	NA	C3	G2	T1	TP24x	48.05	NA
1200	log_Lac_rel_mean	C3-G2-T2-TP24x	NA	NA	C3	G2	T2	TP24x	48.05	NA
1201	log_Lac_rel_mean	C3-G2-T3-TP24x	NA	NA	C3	G2	T3	TP24x	48.05	NA
1202	log_Lac_rel_mean	C3-G2-T4-TP24x	NA	NA	C3	G2	T4	TP24x	48.05	NA
1203	log_Lac_rel_mean	C4-G2-T1-TP24x	NA	NA	C4	G2	T1	TP24x	48.05	NA
1204	log_Lac_rel_mean	C4-G2-T2-TP24x	NA	NA	C4	G2	T2	TP24x	48.05	NA
1205	log_Lac_rel_mean	C4-G2-T3-TP24x	NA	NA	C4	G2	T3	TP24x	48.05	NA
1206	log_Lac_rel_mean	C4-G2-T4-TP24x	NA	NA	C4	G2	T4	TP24x	48.05	NA
1207	log_Lac_rel_mean	C5-G2-T1-TP24x	NA	NA	C5	G2	T1	TP24x	48.05	NA
1208	log_Lac_rel_mean	C5-G2-T2-TP24x	NA	NA	C5	G2	T2	TP24x	48.05	NA
1209	log_Lac_rel_mean	C5-G2-T3-TP24x	NA	NA	C5	G2	T3	TP24x	48.05	NA
1210	log_Lac_rel_mean	C5-G2-T4-TP24x	NA	NA	C5	G2	T4	TP24x	48.05	NA
