	CI_mean	Lac_mean	EF_mean	EC_mean	KP_mean	CI_rel_mean	Lac_rel_mean	EF_rel_mean	EC_rel_mean	KP_rel_mean	log_CI_rel_mean	log_Lac_rel_mean	log_EF_rel_mean	log_EC_rel_mean	log_KP_rel_mean	OD_600_mean	Dox_mean	Time_mean	CI_sd	Lac_sd	EF_sd	EC_sd	KP_sd	CI_rel_sd	Lac_rel_sd	EF_rel_sd	EC_rel_sd	KP_rel_sd	log_CI_rel_sd	log_Lac_rel_sd	log_EF_rel_sd	log_EC_rel_sd	log_KP_rel_sd	log_CI_rel_se	log_Lac_rel_se	log_EF_rel_se	log_EC_rel_se	log_KP_rel_se	OD_600_sd	Dox_sd	OD_600_se	Dox_se
C1-G2-T4-TP24	0.000286051	0.000286051	0.135779759333333	0.085099143	0.778548995333333	0.131749302333333	0.131749302333333	55.97635734	37.8322890766667	343.261188333333	0.121522112	0.121522112	3.95671876466667	3.60962963566667	5.817003733	437.333333333333	14.7833333333333	48	0.000286051	0.000185829749720006	0.080679102737167	0.0231549666678141	0.0870750769366103	0.131749302333333	0.0926368558670987	25.4932080856144	15.589532915232	87.6604103003364	0.121522112	0.0821023824596243	0.538377982957117	0.377003496052774	0.278404024462759	0.0474018326141737	0.0474018326141737	0.310832673386059	0.217663069931499	0.160736638467049	81.1192537769754	6.00307698878944	46.8342230045983	3.46587811544363
C1-G3-T1-TP3	0.003328249	0.000138677	0.304812093	0.015531826	0.676189155	0.24629039	0.0102621	22.55609486	1.149355152	50.0379975	0.220171451	0.010209802	3.159384592	0.765167868	3.932570404	74	NA	51	0.003328249	NA	NA	NA	NA	0.24629039	NA	NA	NA	NA	0.220171451	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1-G3-T1-TP6	0.000423388	6.73e-05	0.499584359333333	0.057690508	0.442234493666667	0.142047539666667	0.022043157	160.317279466667	19.9921624716667	144.8598007	0.121904976	0.0217931206666667	5.07685350266667	2.322276087	4.96866011266667	325.333333333333	NA	54	0.000423388	1.32593363333162e-05	0.105805824250727	0.0792638196943509	0.0420075513059387	0.142047539666667	0.00576235808461328	21.999363125609	28.4037723480125	28.6198970546156	0.121904976	0.00563904561086753	0.141576308190238	1.46516431590213	0.209093041694957	0.102888135739014	0.00325570450140695	0.0817391196445073	0.845913012193131	0.120719923908261	35.9490380028914	NA	20.7551867680775	NA
C1-G3-T1-TP12	0.00776016566666667	6.58e-05	0.484273113333333	0.0880830856666667	0.419817863	3.674350034	0.0272184033333333	201.991348066667	35.6479945506667	177.325755633333	0.844699579	0.026848624	5.30350032566667	3.20805585533333	5.165949665	418.666666666667	NA	60	0.00776016566666667	1.44502595132406e-05	0.0742749958744667	0.0844585257739918	0.0440799493623952	3.674350034	0.00433508289889482	34.2469583848619	35.0056067951402	41.1006155462533	0.844699579	0.00422520669655864	0.171040802616844	1.1639706165743	0.230028926187025	0.818885378891946	0.00243942422363994	0.0987504534332445	0.672018748807989	0.132807262455479	53.1538647074071	NA	30.6883980972904	NA
C1-G3-T1-TP24	0.00417510133333333	0.000121724333333333	0.397770360666667	0.096122235	0.501810578333333	1.789912481	0.0469603473333333	150.906034133333	35.2980718833333	194.625687866667	0.639684263666667	0.0458540796666667	5.001484946	3.38357671433333	5.243173572	382.666666666667	NA	72	0.00417510133333333	1.65688119469482e-05	0.116457175758463	0.0767445377956537	0.108246488314814	1.789912481	0.0110357441832085	37.9864332117645	27.1113604816022	61.4620409795201	0.639684263666667	0.0105285764399511	0.258396355715408	0.813368555711953	0.315050624582853	0.599452686526141	0.00607867644178929	0.149185205529909	0.469598554590673	0.18189456291127	41.1865673895426	NA	23.7790757693491	NA
C1-G3-T2-TP3	0.000123732	0.000123732	0.278148973	0.009156149	0.712447414	0.009156149	0.009156149	20.583024	0.677555061	52.72110864	0.009114486	0.009114486	3.07190708	0.517337412	3.983806009	74	NA	51	0.000123732	NA	NA	NA	NA	0.009156149	NA	NA	NA	NA	0.009114486	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1-G3-T2-TP6	0.00273275	6.83e-05	0.554599555333333	0.0668994876666667	0.377474178666667	1.049375815	0.022753997	186.675942033333	22.8619301113333	127.7414444	0.717535266	0.022498636	5.209980105	2.36453378733333	4.84573486866667	337.666666666667	NA	54	0.00273275	9.71802449060507e-06	0.130385564588513	0.0976837439111266	0.033810325110778	1.049375815	0.00104793103782596	51.023163918234	33.7244676094395	23.4913180841968	0.717535266	0.00102454151747648	0.272675033233846	1.53953013190644	0.194159772807905	NA	0.000591519320910991	0.157429003838851	0.888848136081725	0.112098197096441	49.8029450267083	NA	28.7537437176062	NA
C1-G3-T2-TP12	0.013980532	6.59666666666667e-05	0.498178004	0.09818587	0.398865755666667	6.710655256	0.02781974	202.808399233333	39.5379201536667	168.371608766667	2.042603172	0.027392644	5.30257102833333	3.28333701366667	5.08736894566667	413	NA	60	0.013980532	2.49066925410287e-05	0.120363154505159	0.101379469490446	0.0805470503425284	6.710655256	0.0122054038008215	41.2284310215314	42.4892867999351	59.7816186475056	2.042603172	0.0119037253322434	0.212862928797428	1.15100273420892	0.373138526949358	NA	0.00687261902493009	0.122896469241687	0.664531738433514	0.215431628979232	68.0220552468095	NA	39.272551907577	NA
C1-G3-T2-TP24	0.014370812	0.000189366666666667	0.405488528666667	0.114376676	0.474997106	6.811764761	0.0701239496666667	154.657598273333	40.90495009	186.7081416	2.0556309	0.0664931846666667	4.93781219333333	3.48359755333333	5.16553083633333	384.666666666667	NA	72	0.014370812	0.000195184587847846	0.209648031618752	0.105850084517078	0.143332414995971	6.811764761	0.0669696125022867	75.6989230975428	36.3490387339059	78.1550952149246	2.0556309	0.0617054887054363	0.618854104944374	0.861366041877475	0.476460816598964	NA	0.0356256805145611	0.357295584078739	0.497309916148763	0.275084780721721	78.4495591659592	NA	45.292874102274	NA
C1-G3-T3-TP3	9.39e-05	9.39e-05	0.19462208	0.026701773	0.778488318	0.00798272	0.00798272	16.54287677	2.269650726	66.17150707	0.007951026	0.007951026	2.864647985	1.184683167	4.207249156	85	NA	51	9.39e-05	NA	NA	NA	NA	0.00798272	NA	NA	NA	NA	0.007951026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1-G3-T3-TP6	8.67e-05	7.40333333333333e-05	0.460823536	0.03416656	0.504861787666667	0.034345186	0.0253487236666667	149.962608466667	11.3491548186667	169.3042059	0.033768556	0.0249910146666667	4.998137902	2.25309067866667	5.10035877933333	330.666666666667	NA	54	8.67e-05	2.36038838612067e-05	0.116295343894901	0.0332349844464816	0.0878047945830317	0.034345186	0.0114567103225819	35.0618621768152	10.9904935044762	52.5463974530657	0.033768556	0.011202156119117	0.241011599389577	0.869560046316588	0.346910780250651	NA	0.00646756785087641	0.139148111785394	0.502040726817425	0.200289032362496	65.0025640519921	NA	37.5292478534335	NA
C1-G3-T3-TP12	7.14e-05	6.59e-05	0.421170160333333	0.08091503	0.497782958666667	0.034928571	0.027783375	171.735383266667	33.1261731366667	209.7495435	0.034332411	0.027381156	5.12397329433333	3.26408040566667	5.31490053166667	414.666666666667	NA	60	7.14e-05	1.01385403288639e-05	0.127996314645986	0.0743221753702969	0.0772815565294035	0.034928571	0.00857700901995072	47.4725276546172	31.3605973107822	64.6087216016436	0.034332411	0.00835867583515924	0.295678883500742	0.862656016764697	0.338079167994195	NA	0.00482588374349801	0.170710282982841	0.498054683497148	0.195190098648853	76.0548048010994	NA	43.9102620250792	NA
C1-G3-T3-TP24	0.002076197	0.000119070333333333	0.351263263666667	0.0766783386666667	0.571162620333333	0.938441219	0.0450863583333333	132.258489746667	27.7802102566667	220.5738831	0.661884155	0.0440398046666667	4.853743919	3.26272382233333	5.364585781	381	NA	72	0.002076197	3.85260829352445e-05	0.124507468948162	0.0460469015564239	0.113205769598423	0.938441219	0.0139768291851248	41.7651379986452	15.1131237021703	69.8359922884554	0.661884155	0.0133901017566722	0.353283102822713	0.546667143349988	0.3366163754606	NA	0.00773077885369119	0.20396809451484	0.315618422370239	0.194345554985813	62.5539766921337	NA	36.1155552820849	NA
C1-G3-T4-TP0	0.009311833	0.005677947	0.54599137	0.097660686	0.341358165	0	0	0	0	0	0	0	0	0	0	0	NA	48.1	0.009311833	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1-G3-T4-TP3	0.000150466	0.000150466	0.041591339	0.020795669	0.937312059	0.013391514	0.013391514	3.701629166	1.850814583	83.42077322	0.01330264	0.01330264	1.54790908	1.047604772	4.4358135	89	NA	51	0.000150466	NA	NA	NA	NA	0.013391514	NA	NA	NA	NA	0.01330264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1-G3-T4-TP6	8.11023333333333e-05	8.11023333333333e-05	0.412905149333333	0.0291464233333333	0.557786283	0.0275337586666667	0.0275337586666667	143.65777767	9.762996159	191.524158633333	0.0271133766666667	0.0271133766666667	4.941732279	2.19103672966667	5.257843089	345	NA	54	8.11023333333333e-05	4.07427173410578e-05	0.103578997143403	0.0264606097067319	0.0772312023941548	0.0275337586666667	0.0123761942867086	42.2972761734569	8.39909961658747	16.5065881485299	0.0271133766666667	0.0120048875308301	0.323116724701285	0.716641018601597	0.083830936141037	0.00693102504751595	0.00693102504751595	0.186551527985957	0.41375288500196	0.0483998135474461	19	NA	10.9696551146029	NA
C1-G3-T4-TP12	0.000669251666666667	0.000480661333333333	0.510684803	0.0460794526666667	0.442085837	0.316488704666667	0.226719727666667	230.680597433333	19.0139590616667	196.4289018	0.233841625	0.182164612	5.41224752266667	2.73082077266667	5.268840817	446.666666666667	NA	60	0.000669251666666667	0.000686331148998305	0.122588466344136	0.048806743701837	0.097826720135799	0.316488704666667	0.328562941179451	73.2808534861702	18.2428544742549	44.5522965710051	0.233841625	0.252664398224699	0.314535819122885	0.867534734163473	0.221218522009773	0.197525834115198	0.145875858329665	0.181597339840377	0.500871412300631	0.127720573232074	48.2320778459039	NA	27.8468031279076	NA
C1-G3-T4-TP24	0.000853715	0.000491757666666667	0.370891094666667	0.0629580866666667	0.564805346333333	0.369047056	0.218958534	160.263275276667	23.96345768	227.518594766667	0.272751195666667	0.180797042666667	4.896728884	3.09812114166667	5.38970962833333	412.333333333333	NA	72	0.000853715	0.000613771601458013	0.244462890622289	0.0496932315654018	0.211234432061076	0.369047056	0.286604815849999	121.494183816551	15.2089759521455	77.4642613813701	0.272751195666667	0.222946051224581	0.739672383307395	0.59023988568312	0.362514079906332	0.198253933629928	0.128717962689276	0.427050049614657	0.340775156885603	0.20929760161895	60.2854321816916	NA	34.8058104983126	NA
C2-G1-NA-TP0	0.218839316666667	0.212325669	0	0.299149898666667	0.269685115666667	0	0	0	0	0	0	0	0	0	0	0	NA	0	0.218839316666667	0.181463425399346	0	0.119920946661597	0.136592449905979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA
C2-G1-NA-TP3	0.146908270666667	0.0432928526666667	0	0.407179080333333	0.402619796333333	19.8881185333333	5.01975129866667	0	55.66855844	54.0902383933333	3.00375275533333	1.53550560633333	0	3.94381083066667	3.96370574233333	134.666666666667	NA	3	0.146908270666667	0.0388169140189964	0	0.164759080628846	0.11769758111195	19.8881185333333	4.26372157635384	0	26.0326306200362	19.0201892954393	3.00375275533333	0.981559976883716	0	0.564965564432836	0.380260396251946	0.189088331273999	0.566703916879576	0	0.326183020708167	0.219543442138215	33.3816316757185	NA	19.272894033965	NA
C2-G1-NA-TP6	0.115142624666667	0.0403640486666667	0	0.414320518	0.430172808666667	42.1122197966667	14.782246366	0	146.753145776667	156.352388033333	3.670612186	2.29890389033333	0	4.95205276866667	5.036351874	360	NA	6	0.115142624666667	0.0397579846173573	0	0.15557223064657	0.0742473450391224	42.1122197966667	15.4406607748029	0	48.7530102474378	38.9666514242862	3.670612186	1.2990223411811	0	0.37671579952235	0.262726398152387	0.295068591426047	0.749990898364244	0	0.217496968262214	0.151685156696501	30.8058436014987	NA	17.7857620959388	NA
