	CI_mean	Lac_mean	EF_mean	EC_mean	KP_mean	CI_rel_mean	Lac_rel_mean	EF_rel_mean	EC_rel_mean	KP_rel_mean	log_CI_rel_mean	log_Lac_rel_mean	log_EF_rel_mean	log_EC_rel_mean	log_KP_rel_mean	OD_600_mean	Dox_mean	Time_mean	CI_sd	Lac_sd	EF_sd	EC_sd	KP_sd	CI_rel_sd	Lac_rel_sd	EF_rel_sd	EC_rel_sd	KP_rel_sd	log_CI_rel_sd	log_Lac_rel_sd	log_EF_rel_sd	log_EC_rel_sd	log_KP_rel_sd	log_CI_rel_se	log_Lac_rel_se	log_EF_rel_se	log_EC_rel_se	log_KP_rel_se	OD_600_sd	Dox_sd	OD_600_se	Dox_se
C2-G1-NA-TP12	0.160336268	0.0358111633333333	0	0.397126620666667	0.406725947666667	64.1656394	13.9138376143333	0	147.158587753333	157.428601933333	4.02962094266667	2.29135844266667	0	4.96327344966667	5.04005558733333	382.666666666667	NA	12	0.160336268	0.0289638543581703	0	0.153582644777898	0.0667628461475184	64.1656394	11.0734753175919	0	44.3446017956282	43.9493869606411	4.02962094266667	1.32948046901576	0	0.336343157930009	0.274050049555612	0.372779252646509	0.767575906668599	0	0.194187812770979	0.158222869882363	47.1840368486349	NA	27.2417163760126	NA
C2-G1-NA-TP24	0.0800609516666667	0.009068452	0	0.419104406	0.491766190666667	32.6347021566667	4.15619254966667	0	146.346517033333	185.862588233333	3.234437878	0.899402461666667	0	4.97076529566667	5.18092185	369	NA	24	0.0800609516666667	0.0154157529290595	0	0.166609462292882	0.0925658491913972	32.6347021566667	7.10449199227568	0	36.9918499421407	74.7083817586324	3.234437878	1.46604837138915	0	0.260049912517778	0.376909216615645	0.521032994099136	0.846423421866538	0	0.150139886994878	0.217608637673094	78.8225855957542	NA	45.508241011931	NA
C2-G2-T1-TP0	0.00744044	0.0157021536666667	0	0.422923723333333	0.553933683333333	0	0	0	0	0	0	0	0	0	0	0	0	24.1	0.00744044	0.0260326439970544	0	0.248927556381608	0.225774953292613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2-G2-T1-TP3	0.00184546733333333	0.000140609333333333	0	0.06562046	0.932393430333333	0.0400311776666667	0.00707248466666667	0	1.382620534	46.9036091366667	0.0388736393333333	0.00702749666666667	0	0.547729797333333	2.83282652033333	48.3333333333333	0	27	0.00184546733333333	9.92216562114004e-05	0	0.0644409163404406	0.0660104694852235	0.0400311776666667	0.00782425568914234	0	2.38979970067496	42.8281982257425	0.0388736393333333	0.00776199344078629	0	0.943743354092209	2.46084813140853	0.0194807947171735	0.00448138900248607	0	0.544870479531057	1.4207713311035	43.4089084559072	0	25.0621449822459	0
C2-G2-T1-TP6	0.001851387	0.000292044333333333	0	0.169832659333333	0.828023915	0.514339797666667	0.074101064	0	51.6390480066667	241.4391778	0.400102695	0.069675344	0	3.683256845	5.47747095433333	293.666666666667	0	30	0.001851387	0.000355262052708044	0	0.142697573827266	0.141488473992853	0.514339797666667	0.0801253415648397	0	48.892341368118	49.8243145154313	0.400102695	0.0731899807198926	0	0.895272331995189	0.196508687897737	0.124753082734052	0.0422562550706135	0	0.516885721875447	0.113454343855858	49.2375195692607	0	28.4272951775422	0
C2-G2-T1-TP12	0.0121481443333333	7.90333333333333e-05	0	0.204146669	0.783626152666667	5.00336827133333	0.0290038683333333	0	71.6091825733333	284.358445266667	1.089040695	0.0285541403333333	0	4.05438758433333	5.62772390166667	361	0	36	0.0121481443333333	1.79511373827213e-05	0	0.154064498040454	0.13803102476337	5.00336827133333	0.010872950134808	0	56.9872785791739	82.9762061553922	1.089040695	0.0105364399909669	0	0.856792261202437	0.273273671897894	0.825394866098117	0.00608321646508507	0	0.494669242644815	0.157774628032686	61.9919349593155	0	35.7910603363466	0
C2-G2-T1-TP24	0.00979309466666667	0.000159418	0	0.170912308666667	0.819135177	4.32270543766667	0.057216189	0	57.57718187	296.042896533333	1.00911675633333	0.0552171976666667	0	3.88660482166667	5.65736993066667	358	0	48	0.00979309466666667	0.000106532985821294	0	0.127648505323043	0.115371930051781	4.32270543766667	0.0377273318377091	0	43.4784850892381	102.689098205876	1.00911675633333	0.0355296486952108	0	0.738660278853591	0.322797672023871	0.798856355853085	0.0205130522383928	0	0.426465710835805	0.186367322836766	88.4251095560531	0	51.0522608053094	0
C2-G2-T2-TP0	0.004612908	0.00115228866666667	0	0.664738341	0.329496462333333	0	0	0	0	0	0	0	0	0	0	0	13.55	24.1	0.004612908	0.00076833803812211	0	0.246153524759021	0.24600836410652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.07810006335077	0	1.77714190016817
C2-G2-T2-TP3	0.000605647	9.85216666666667e-05	0	0.0447568563333333	0.954538930666667	0.007418707	0.00437595566666667	0	1.173561296	48.147977375	0.00738954333333333	0.00436269	0	0.603671502666667	3.45421601066667	49.3333333333333	12.9366666666667	27	0.000605647	2.79318109748246e-05	0	0.0437378321334759	0.0445334743743948	0.007418707	0.00335349576624488	0	1.5949593129394	37.9283950817693	0.00738954333333333	0.00334077730069351	0	0.707142195436492	1.38045796011811	0.00133428811107676	0.00192879867385799	0	0.408268736890602	0.797007774879151	38.1750354725878	3.94545730344827	22.0403670064221	2.27791083622204
C2-G2-T2-TP6	0.000512488666666667	8.65666666666667e-05	0	0.178771335666667	0.820629637333333	0.138436818666667	0.0252453526666667	0	54.91264257	238.257008566667	0.126991695	0.024927517	0	3.71134949633333	5.466274476	293.333333333333	12.9333333333333	30	0.000512488666666667	9.30609119519755e-06	0	0.15457453783193	0.154235834005887	0.138436818666667	0.00373976689333738	0	53.890873566384	45.2750696805352	0.126991695	0.0036476228400886	0	0.955362960148681	0.181009560199169	0.0520133934276298	0.00210595602862738	0	0.551579062215639	0.104505918306886	46.7582434799826	3.94545730344827	26.995884460002	2.27791083622204
C2-G2-T2-TP12	0.003190273	8.84466666666667e-05	0	0.194110739666667	0.802610537666667	1.20582198933333	0.0327861826666667	0	68.6718789233333	289.422846266667	0.644388288666667	0.0321926066666667	0	3.95231773666667	5.64557670866667	359.333333333333	12.6266666666667	36	0.003190273	2.74733058319041e-05	0	0.159582403014014	0.156218092335763	1.20582198933333	0.0147105072025243	0	60.6354362609233	84.0016255536139	0.644388288666667	0.014235560228082	0	0.969636384570267	0.271946275036335	0.382113295733489	0.00821890452974828	0	0.559819827647699	0.157008255097344	58.1062245661627	3.27878534419888	33.5476443948669	1.89300760108822
C2-G2-T2-TP24	0.024891128	0.000319100333333333	0	0.182924859333333	0.791864912	11.0290047113333	0.119024507666667	0	64.11446341	286.737507333333	1.22305982533333	0.110890959666667	0	3.99596263433333	5.63679499933333	362	7.23666666666667	48	0.024891128	0.000151061710378022	0	0.133202457553323	0.104468127749108	11.0290047113333	0.0774870390756993	0	49.2026907299752	82.2197416252736	1.22305982533333	0.0681990252270166	0	0.71767133031662	0.269606697493476	1.15074745638074	0.0393747255732881	0	0.414347735747977	0.155657499373184	84.6108740056501	6.37267866233135	48.8501108835316	3.67926774115599
C2-G2-T3-TP0	0.00610482666666667	0.00133268466666667	0	0.501560387333333	0.491002101	0	0	0	0	0	0	0	0	0	0	0	105.01	24.1	0.00610482666666667	0.000773902725040643	0	0.191939817728203	0.194341853647583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.7416129277262	0	7.35637365373275
C2-G2-T3-TP3	0.000195015666666667	0.000195015666666667	0	0.123549451666667	0.876060524	0.00569541566666667	0.00569541566666667	0	5.04277444766667	36.94583472	0.005675299	0.005675299	0	1.57885020833333	3.374828345	42	111.63	27	0.000195015666666667	0.000155465871947297	0	0.0898147103075111	0.0896231398996102	0.00569541566666667	0.00346827905552052	0	4.05735974814075	30.7181295738763	0.005675299	0.00344541828216996	0	0.891124513177512	0.928159926029783	0.00198921317268168	0.00198921317268168	0	0.514490977564511	0.535873383144319	32.6036807738022	8.54598736249943	18.8237438713273	4.93402810423018
C2-G2-T3-TP6	9.6293e-05	9.6293e-05	0	0.110117330666667	0.889690085666667	0.029950718	0.029950718	0	35.6710488833333	291.602383	0.0294636406666667	0.0294636406666667	0	3.556372823	5.66587655066667	327.333333333333	38.49	30	9.6293e-05	5.32408747768103e-05	0	0.0436817522420556	0.0436275598871676	0.029950718	0.0122958488962499	0	13.2895568573113	59.4594500741484	0.0294636406666667	0.0119017392501846	0	0.373783295606732	0.19377341627804	0.0068714723599188	0.0068714723599188	0	0.215803886337132	0.11187513404992	60.3683139845178	49.5833732212725	34.8536623294852	28.6269738766313
C2-G2-T3-TP12	0.000219395333333333	6.19e-05	0	0.141460385	0.858258321333333	0.080863042	0.0233831263333333	0	52.51904499	331.7100422	0.0752464046666667	0.0231067963333333	0	3.928414188	5.79283885866667	384.333333333333	12.6266666666667	36	0.000219395333333333	1.74593814323418e-05	0	0.0654076702043286	0.0656388933089902	0.080863042	0.00473307617204132	0	21.0083738486487	71.5076075836642	0.0752464046666667	0.00462640978039995	0	0.393923196056261	0.204488494079926	0.0497404530351946	0.00267105893209543	0	0.22743166328312	0.118061487103226	56.5361241449512	6.4870203740495	32.6411464940257	3.74528295919607
C2-G2-T3-TP24	0.000123499333333333	0.000123499333333333	0	0.116787952333333	0.882965017666667	0.04539096	0.04539096	0	41.1632157933333	326.412668966667	0.0443002226666667	0.0443002226666667	0	3.703448337	5.77572216333333	367.666666666667	15.2433333333333	48	0.000123499333333333	4.68455276876388e-05	0	0.0530232585106897	0.0530786658780655	0.04539096	0.0171926758674998	0	14.530138245304	72.7358128895706	0.0443002226666667	0.0165223703101311	0	0.334499962107464	0.212210792490569	0.00953919494620485	0.00953919494620485	0	0.193123643166664	0.122519958169374	61.7845719685209	7.87896143748231	35.6713392577913	4.54892050686509
C2-G2-T4-TP0	0.0872955973333333	0.0890251573333333	0	0.331371069333333	0.492308176	0	0	0	0	0	0	0	0	0	0	0	259.596666666667	24.1	0.0872955973333333	0.139415971806225	0	0.189636141084315	0.270403510549218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.4600978203479	0	7.77119109989653
C2-G2-T4-TP3	0.000851104666666667	0.000162365333333333	0	0.0696045666666667	0.929381963333333	0.03480186	0.00465573433333333	0	2.761798907	29.8654101666667	0.0334710256666667	0.004639747	0	1.03242863866667	3.104840174	32.6666666666667	256.056666666667	27	0.000851104666666667	2.91407442652608e-05	0	0.0302361468221666	0.0307870131153787	0.03480186	0.00396382426314441	0	3.62479912544375	29.8598740042453	0.0334710256666667	0.00394176990523077	0	0.901039334921331	0.985150394440159	0.0270668686971626	0.00227578191586855	0	0.520215302567272	0.568776845422292	33.501243758006	23.7024773670039	19.341952101872	13.6846316883007
C2-G2-T4-TP6	9.231e-05	0.000149954666666667	0	0.039221333	0.960536406333333	0.0316812046666667	0.0486300276666667	0	14.4239562006667	316.495732566667	0.031095957	0.047359326	0	2.50503383866667	5.74523305433333	331	26.3266666666667	30	9.231e-05	7.04307982727254e-05	0	0.0261602066591813	0.0261660369536738	0.0316812046666667	0.0203045318716356	0	13.0054576628003	69.9151222111768	0.031095957	0.0193949924202507	0	0.817136861215536	0.21037978956346	0.00967329549840048	0.0111977040947625	0	0.471774186787556	0.121462828136521	82.9397371589759	24.5321836234228	47.8852795752515	14.1636628187925
C2-G2-T4-TP12	0.000311358333333333	7.08333333333333e-05	0	0.057993816	0.941623998333333	0.106378826333333	0.0267612873333333	0	22.27471224	353.258814333333	0.0961274763333333	0.02639157	0	3.10738149833333	5.861263514	375.666666666667	11.3933333333333	36	0.000311358333333333	1.24797168771304e-05	0	0.0109365293577545	0.0106782042734556	0.106378826333333	0.00752458253328623	0	8.39290413271635	58.9174146624487	0.0961274763333333	0.0073268707279529	0	0.33845364701099	0.159998903325674	0.0697145223528916	0.00423017078710119	0	0.195406304210006	0.0923754099051227	67.2408605933426	3.40201900837331	38.8215289641084	1.96415659027256
C2-G2-T4-TP24	0.000127506333333333	0.000127506333333333	0	0.103396175333333	0.896348812	0.044953095	0.044953095	0	35.7064491933333	322.203644633333	0.0439660996666667	0.0439660996666667	0	3.594606806	5.76037706	358	12.93	48	0.000127506333333333	1.54435962564855e-05	0	0.0323750573085958	0.0323909875175146	0.044953095	0.00439391801689187	0	5.89845117159368	76.5321090315936	0.0439660996666667	0.00420796859647233	0	0.156968113691778	0.229134589667649	0.00242947180191479	0.00242947180191479	0	0.0906255826941357	0.132290917025272	73.8985791473693	4.40541711986504	42.6653645634645	2.54346876004667
C2-G3-T1-TP6	0.00173493066666667	8.2353e-05	0	0.104709586333333	0.893473134666667	0.586366951666667	0.025594594	0	33.4200439566667	275.9679945	0.360965802666667	0.0252452413333333	0	2.86020696866667	5.61245574533333	310	NA	54	0.00173493066666667	2.57423314212214e-05	0	0.137950817465074	0.136406384182358	0.586366951666667	0.00929587103697459	0	45.5018205148727	52.7542063095914	0.360965802666667	0.00904156230796433	0	1.42152442717021	0.182620660163106	0.306177754346799	0.00522014843239798	0	0.820717510686351	0.105436087304757	43.2781700167648	NA	24.9866631092136	NA
C2-G3-T1-TP12	0.0131724753333333	0.000103337333333333	0	0.139387687	0.847336471666667	6.14013121366667	0.0384786923333333	0	48.3382472466667	316.1498095	1.23697915233333	0.0377087956666667	0	3.48233152966667	5.71822941033333	370.666666666667	NA	60	0.0131724753333333	1.99278845172621e-05	0	0.150588114359279	0.137925229221677	6.14013121366667	0.0124401032256651	0	53.7161033075625	116.577432589846	1.23697915233333	0.012019860926298	0	1.10879386939079	0.342285414520628	0.838965772890264	0.00693966994142004	0	0.640162438968576	0.197618576213167	102.402799440901	NA	59.1222838229753	NA
C2-G3-T1-TP24	0.00944289066666667	0.000154114	0	0.142970323333333	0.847432672	3.900479049	0.0547040316666667	0	45.44202378	297.936126466667	1.11105607866667	0.0531268516666667	0	3.68671687533333	5.66645451133333	347.333333333333	NA	72	0.00944289066666667	2.92237844058568e-05	0	0.0983136746909026	0.0865354982248257	3.900479049	0.0210967419707912	0	29.0278333497399	99.3297385145307	1.11105607866667	0.0199991471970988	0	0.700899107787719	0.310667037735914	0.696317313211835	0.0115465130178079	0	0.404664288556008	0.179363697865174	83.428612198294	NA	48.167531710802	NA
C2-G3-T2-TP6	0.00170069133333333	9.327e-05	0	0.116189751666667	0.882016249666667	0.582204979333333	0.0292548416666667	0	39.0229546936667	278.6989188	0.349591248333333	0.0288312956666667	0	2.918196397	5.623022624	318.333333333333	NA	54	0.00170069133333333	1.86406196248944e-05	0	0.162224499199333	0.160800810235937	0.582204979333333	0.00346941448336868	0	55.8237992353515	51.0117448167193	0.349591248333333	0.00337261763751546	0	1.49925883167536	0.177392014327234	0.318917768036011	0.00194718170089323	0	0.86559749005269	0.102417327223919	41.8847625435949	NA	24.1821789294881	NA
C2-G3-T2-TP12	0.0231760233333333	0.000119887333333333	0	0.14628681	0.830417297333333	10.9068055026667	0.0473655553333333	0	51.1588051333333	308.887023833333	1.191343698	0.0459796903333333	0	3.55309286666667	5.70332802566667	371	NA	60	0.0231760233333333	4.98647338440037e-05	0	0.163204164658226	0.14254743343581	10.9068055026667	0.0315020161460668	0	57.0698091010327	100.532855685035	1.191343698	0.0298352429027735	0	1.06696986933779	0.308442882305839	1.16251268703249	0.0172253855212542	0	0.616015341279391	0.1780795811289	91.6515138991168	NA	52.9150262212918	NA
C2-G3-T2-TP24	0.011209153	0.000179647333333333	0	0.147020363	0.841590836333333	4.950411824	0.064340808	0	49.1922369166667	303.4596771	0.956613802333333	0.0622017433333333	0	3.74048017966667	5.69107964466667	357.666666666667	NA	72	0.011209153	5.87934372301308e-05	0	0.11873334056007	0.106243012881198	4.950411824	0.0227776668344005	0	37.2369001389873	90.1347852031069	0.956613802333333	0.0215308549874005	0	0.710827419534329	0.282159850855608	0.899659033986488	0.0124308449228585	0	0.410396402015512	0.16290506584599	75.0355471315651	NA	43.3217933352	NA
C2-G3-T3-TP6	0.000153846	0.000174144333333333	0	0.0579643316666667	0.941687370333333	0.053384615	0.0517272293333333	0	18.826311807	293.403567066667	0.052008423	0.050301963	0	2.68704948866667	5.67799313433333	312.333333333333	NA	54	0.000153846	9.54266073709703e-05	0	0.0555550031674482	0.055403533480144	0.053384615	0.0208972003511237	0	18.8937465157227	42.4571775150403	0.052008423	0.0198956823058949	0	0.930509587163144	0.144616448339938	NA	0.0114867775350197	0	0.537229960632169	0.0834943453783109	47.6480149988783	NA	27.5095942859537	NA
C2-G3-T3-TP12	0.000373321	7.48e-05	0	0.0957245803333333	0.904020880666667	0.176207712	0.0258823243333333	0	32.23600704	325.99604	0.16229546	0.0255513346666667	0	3.197336797	5.75442037833333	358.333333333333	NA	60	0.000373321	1.40299679258365e-05	0	0.101733622902629	0.101656954640263	0.176207712	0.00232398751679443	0	31.9241450376441	111.35485419597	0.16229546	0.00226660127659572	0	0.941545685097021	0.318737488922869	NA	0.00130862285718809	0	0.543601654745096	0.184023175030444	100.758787871497	NA	58.1731133008292	NA
C2-G3-T3-TP24	0.009739223	0.000117228	0	0.109438712333333	0.887115896333333	4.139169865	0.0398775733333333	0	35.33214365	305.8901203	1.636891562	0.039084456	0	3.52640665	5.704617901	342.666666666667	NA	72	0.009739223	1.67313512006652e-05	0	0.0583753445572677	0.0535279491460667	4.139169865	0.00774319098619053	0	16.1405095149701	81.5075901338001	1.636891562	0.00746140969222653	0	0.446635835432096	0.251121931140115	NA	0.00430784689434107	0	0.257865319816454	0.144985314543164	73.1869751617959	NA	42.2545198108373	NA
C2-G3-T4-TP6	8.205e-05	9.3934e-05	0	0.0339582973333333	0.965853815333333	0.02629553	0.0309484323333333	0	11.1286280033333	316.4761418	0.025955387	0.0304586386666667	0	2.40439579866667	5.75930111333333	327.666666666667	NA	54	8.205e-05	2.05886101522177e-05	0	0.0194505212629185	0.0194208614019479	0.02629553	0.00810592992889899	0	6.53296227824269	18.2944278894511	0.025955387	0.00784583341820417	0	0.51314059694346	0.0574169179261313	0.000848101	0.00452979403601714	0	0.296261861777432	0.0331496730206906	17.6162803489651	NA	10.1707642015949	NA
C2-G3-T4-TP12	9.65125e-05	9.92676666666667e-05	0	0.0740019363333333	0.925799527333333	0.0352518565	0.0388337326666667	0	26.5645865133333	364.691079366667	0.0346392715	0.0380831683333333	0	3.228729071	5.883890731	391.333333333333	NA	60	9.65125e-05	6.36537401362508e-06	0	0.0554521752734835	0.0554552040118557	0.0352518565	0.00708549881781702	0	14.8194068382524	80.4447849258885	0.0346392715	0.00681996436478097	0	0.49816142454709	0.237514129502112	0.0033061515	0.00393750826186995	0	0.28761363256215	0.137128846604384	66.0025252042172	NA	38.1065756938499	NA
C2-G3-T4-TP24	0.000477738	0.000357643333333333	0	0.060192413	0.939092301	0.155467421	0.119109672	0	20.7234163266667	342.705031	0.1432693685	0.110629623666667	0	3.03708530033333	5.82801397066667	363.666666666667	NA	72	0.000477738	0.000309721522438034	0	0.0327259794563561	0.0333009234592239	0.155467421	0.085210689287125	0	7.77054165026804	61.9196752261826	0.1432693685	0.0752877881116533	0	0.348868550279665	0.191730410137888	0.0497211445	0.0434674247329546	0	0.201419351415759	0.110695603904947	54.2709253038248	NA	31.3333333333333	NA
C3-G1-NA-TP0	0.156270451333333	0.151425047333333	0.422715972	0	0.269588529333333	0	0	0	0	0	0	0	0	0	0	0	NA	0	0.156270451333333	0.132209559108039	0.236303788378005	0	0.113621449431276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA
C3-G1-NA-TP3	0.133618323666667	0.040857371	0.183484652333333	0	0.642039653666667	14.705284523	4.04960669833333	21.3296066636667	0	72.58216878	2.66074009833333	1.256130485	2.49391170433333	0	4.2651992	112.666666666667	NA	3	0.133618323666667	0.0516125840798693	0.239475588871981	0	0.163018400541382	14.705284523	4.80812784083746	27.7966209239329	0	23.8282950189377	2.66074009833333	1.0939323272163	1.38126870274375	0	0.31115274381574	0.32663598160889	0.631582123593562	0.797475857352311	0	0.179644120401108	16.2583311976763	NA	9.38675189355248	NA
C3-G1-NA-TP6	0.090955471	0.026778115	0.312528204333333	0	0.569738209666667	31.1253786366667	9.128637944	104.128860633333	0	195.9504561	3.25735593666667	1.737031661	4.358115113	0	5.184807008	340.333333333333	NA	6	0.090955471	0.033294109743118	0.304191433528765	0	0.257849911997472	31.1253786366667	11.4968956732918	97.9987027310219	0	93.1905027610551	3.25735593666667	1.42424347249915	0.939221763209332	0	0.578224771327874	0.443458239325927	0.822287352238952	0.542259937817663	0	0.333838227378258	11.9303534454489	NA	6.88799277325728	NA
C3-G1-NA-TP12	0.0944219306666667	0.0357645716666667	0.444504937666667	0	0.42530856	42.7655293	17.416818012	178.167227033333	0	170.983758966667	3.47956138566667	1.95336308066667	5.16552091333333	0	5.11580707833333	409.333333333333	NA	12	0.0944219306666667	0.0524348466978701	0.142844840509469	0	0.149694506710689	42.7655293	26.7504705390272	44.742285547006	0	51.5337439032684	3.47956138566667	1.75272487494823	0.267408568383724	0	0.312040854006246	0.527359133641847	1.01193617836672	0.154388408939956	0	0.180156871058667	80.6494471979401	NA	46.5629800497252	NA
C3-G1-NA-TP24	0.0476702673333333	0.034400691	0.237914172333333	0	0.680014869333333	19.4360117646667	16.0090329903333	85.7540117833333	0	254.467610133333	2.822802307	1.515183633	4.41666956033333	0	5.527001268	375.666666666667	NA	24	0.0476702673333333	0.0572189352396013	0.11701818897199	0	0.0887984912831212	19.4360117646667	26.9408552878727	33.4845617455138	0	55.7182962471828	2.822802307	2.06219442005868	0.365930086836481	0	0.220556975897186	0.429364087436198	1.19060850354222	0.211269834139625	0	0.12733862940589	80.9279514959654	NA	46.7237745811606	NA
C3-G2-T1-TP0	0.00419810533333333	0.00707663133333333	0.11778196	0	0.870943303666667	0	0	0	0	0	0	0	0	0	0	0	0	24.1	0.00419810533333333	0.00883293442638494	0.0590459520355251	0	0.0481543574997547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3-G2-T1-TP3	0.000832494333333333	0.000555720666666667	0.279576628666667	0	0.719035141333333	0.0649478363333333	0.0161361316666667	11.4876033	0	50.0979793993333	0.061428338	0.0159561686666667	2.44927388566667	0	3.615722691	61.6666666666667	0	27	0.000832494333333333	0.000770041147306645	0.257946290090498	0	0.257922125975047	0.0649478363333333	0.012611408848392	5.5219492930186	0	35.6539598843564	0.061428338	0.0123774188166584	0.493222670798207	0	1.13545480194367	0.0385828549804673	0.00714610608567049	0.284762241755771	0	0.655555135554834	35.3459097114975	0	20.4069704866853	0
C3-G2-T1-TP6	0.000429785666666667	0.000270391333333333	0.49855275	0	0.500747071333333	0.153758134666667	0.0962167916666667	164.8772334	0	166.539458366667	0.129414789666667	0.0865821713333333	5.093248932	0	5.094819216	331.666666666667	0	30	0.000429785666666667	0.000387235084703508	0.12265990205432	0	0.122319388070436	0.153758134666667	0.140978187160725	38.0828255152712	0	44.1260795201235	0.129414789666667	0.124499743152937	0.233781615897211	0	0.290337005026178	0.114698549822018	0.0718799602233874	0.13497387886984	0	0.167626148007573	25.4820198048219	0	14.7120509938093	0
C3-G2-T1-TP12	0.00391663033333333	0.000613155333333333	0.504416240666667	0	0.491053980666667	1.893835816	0.291650440333333	194.001069	0	201.813444746667	0.645128182	0.215953453	5.25794310333333	0	5.21957568833333	398	0	36	0.00391663033333333	0.000954914708853798	0.176131138317099	0	0.171817646240927	1.893835816	0.467969286971467	41.7411541198301	0	96.9666237759698	0.645128182	0.337360022168058	0.211798530553725	0	0.553032402293525	0.623898926461455	0.194774899612546	0.12228193862916	0	0.319293406334752	77.1297607930946	0	44.5308881564246	0
C3-G2-T1-TP24	0.005440768	0.012912367	0.346248167666667	0	0.635398708666667	2.596439854	6.12727855033333	135.069480853333	0	291.540134066667	0.761107908	1.076596272	4.88038029666667	0	5.56519960333333	435.333333333333	0	48	0.005440768	0.0216419648080321	0.200128453827518	0	0.196498237891297	2.596439854	10.3505019863992	40.4702462052538	0	152.946051327778	0.761107908	1.62144638851229	0.321747076890878	0	0.615170619521819	0.699262663710986	0.936142508884115	0.185760761453923	0	0.355168922778471	118.145390656315	0	68.2112730989371	0
C3-G2-T2-TP0	0.015731388	0.0172745976666667	0.150597721333333	0	0.816396292333333	0	0	0	0	0	0	0	0	0	0	0	10.32	24.1	0.015731388	0.0156062090009038	0.175969725057359	0	0.153088795602255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33367912182804	0	0.77
C3-G2-T2-TP3	0.000473086666666667	9.8606e-05	0.288351203	0	0.711077114666667	0.0250852563333333	0.00708254333333333	9.52438596533333	0	51.443446235	0.0245701193333333	0.00704360366666667	2.286895509	0	3.45925016933333	61	9.08333333333333	27	0.000473086666666667	4.84623968453893e-05	0.285071453437443	0	0.285188773026048	0.0250852563333333	0.00652190693482683	4.91452809486253	0	41.5053708276016	0.0245701193333333	0.00647474583694915	0.436312502972335	0	1.49797497002002	0.014310014173676	0.003738196251897	0.251905141041877	0	0.864856252180378	42.6731765867037	2.54498199076798	24.6373699895098	1.46934603745264
C3-G2-T2-TP6	0.000202460666666667	4.60333333333333e-05	0.457236315666667	0	0.542515170333333	0.0699191053333333	0.015454454	149.930745973333	0	177.983880466667	0.066263897	0.0153156893333333	4.96578388	0	5.15007941566667	328	8.93	30	0.000202460666666667	1.99940824579007e-05	0.169239859503926	0	0.169140651359387	0.0699191053333333	0.00797657496801729	54.2303943772034	0	55.4290129634793	0.066263897	0.00785323199023971	0.407363229569058	0	0.346298729523243	0.0362578260794694	0.00453406560357348	0.235191270249651	0	0.19993566471027	32.9089653438087	3.24612076177089	19	1.87414869563045
C3-G2-T2-TP12	0.002046041	8.23016666666667e-05	0.460775879	0	0.537095813333333	0.985393139666667	0.0349433063333333	181.0435591	0	211.936104433333	0.467879366	0.0341160296666667	5.193525565	0	5.34626402333333	394	6.62	36	0.002046041	4.789617425571e-05	0.0236684286692548	0	0.0230424131650273	0.985393139666667	0.0273486466620618	33.5811252051602	0	45.2638588130734	0.467879366	0.026241905290404	0.176667892537974	0	0.208972761060994	0.448811162994655	0.0151507710834634	0.101999255313963	0	0.120650479851864	79.0189850605536	2.97242325384525	45.6216322958017	1.71612936575306
C3-G2-T2-TP24	0.00459522866666667	0.000458112666666667	0.385773732666667	0	0.609172958333333	2.23127249033333	0.212359960666667	135.422839403333	0	229.133528166667	0.697257364	0.171544789	4.858991713	0	5.353195062	367	3.54333333333333	48	0.00459522866666667	0.000627846699853024	0.188096511800428	0	0.185760370098548	2.23127249033333	0.315880099925326	50.7588764383859	0	105.239666614296	0.697257364	0.246129136403433	0.432977885390337	0	0.531661718174977	0.667684463089105	0.142102723157932	0.249979898683266	0	0.306955036106142	106.587991818966	3.46765530774518	61.5386057690618	2.00205172538352
C3-G2-T3-TP0	0.003373852	0.048683675	0.0481760366666667	0	0.899766436333333	0	0	0	0	0	0	0	0	0	0	0	105.163333333333	24.1	0.003373852	0.0400587575679753	0.0770727352982675	0	0.0369424716276475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.93758649059812	0	3.42806715868351
C3-G2-T3-TP3	0.000483837666666667	0.000114138	0.117757704666667	0	0.881644330666667	0.0372913076666667	0.00781046766666667	2.73170814	0	56.5565234166667	0.0362761286666667	0.00776038066666667	1.11365817066667	0	3.78842465733333	59.3333333333333	105.316666666667	27	0.000483837666666667	6.68386395133833e-05	0.182275119836226	0	0.181885336194521	0.0372913076666667	0.00776412220342044	3.03727637525082	0	38.4989870756846	0.0362761286666667	0.00769226624957329	0.752031390816842	0	1.01371490148632	0.0183812803211922	0.00444113198986941	0.434185525927152	0	0.585268571254661	35.5293306063221	11.2887658020411	20.5128685896873	6.51757197462709
