	taxa	sample	mean	se	V1	V2	V3	V4	Time
2300	log_KP_rel_mean	C4-G3-T4-TP3	0	NA	C4	G3	T4	TP3	51
2311	log_CI_rel_mean	C4-G3-T4-TP6	0.0304053485	0.0147672145	C4	G3	T4	TP6	54
2312	log_Lac_rel_mean	C4-G3-T4-TP6	0.023975296	0.0106787538216042	C4	G3	T4	TP6	54
2313	log_EF_rel_mean	C4-G3-T4-TP6	4.73156474266667	0.711846782040614	C4	G3	T4	TP6	54
2314	log_EC_rel_mean	C4-G3-T4-TP6	3.16702895233333	1.57397948907726	C4	G3	T4	TP6	54
2315	log_KP_rel_mean	C4-G3-T4-TP6	0	0	C4	G3	T4	TP6	54
2326	log_CI_rel_mean	C4-G3-T4-TP12	0.0296490245	0.0003874585	C4	G3	T4	TP12	60
2327	log_Lac_rel_mean	C4-G3-T4-TP12	0.0302761383333333	0.000665817634966295	C4	G3	T4	TP12	60
2328	log_EF_rel_mean	C4-G3-T4-TP12	5.284243345	0.173384793565922	C4	G3	T4	TP12	60
2329	log_EC_rel_mean	C4-G3-T4-TP12	5.302272935	0.181461562517447	C4	G3	T4	TP12	60
2330	log_KP_rel_mean	C4-G3-T4-TP12	0	0	C4	G3	T4	TP12	60
2341	log_CI_rel_mean	C4-G3-T4-TP24	0.0878373455	0.0423851025	C4	G3	T4	TP24	72
2342	log_Lac_rel_mean	C4-G3-T4-TP24	0.0372659256666667	0.00410481502866923	C4	G3	T4	TP24	72
2343	log_EF_rel_mean	C4-G3-T4-TP24	4.81024589033333	0.388883521156871	C4	G3	T4	TP24	72
2344	log_EC_rel_mean	C4-G3-T4-TP24	5.49141674866667	0.190568837662175	C4	G3	T4	TP24	72
2345	log_KP_rel_mean	C4-G3-T4-TP24	0	0	C4	G3	T4	TP24	72
2356	log_CI_rel_mean	C5-G1-NA-TP0	0	0	C5	G1	T1	TP0	0
2357	log_Lac_rel_mean	C5-G1-NA-TP0	0	0	C5	G1	T1	TP0	0
2358	log_EF_rel_mean	C5-G1-NA-TP0	0	0	C5	G1	T1	TP0	0
2359	log_EC_rel_mean	C5-G1-NA-TP0	0	0	C5	G1	T1	TP0	0
2360	log_KP_rel_mean	C5-G1-NA-TP0	0	0	C5	G1	T1	TP0	0
2371	log_CI_rel_mean	C5-G1-NA-TP3	1.40346243166667	0.0983710593898603	C5	G1	T1	TP3	3
2372	log_Lac_rel_mean	C5-G1-NA-TP3	0.458623282666667	0.181015888630939	C5	G1	T1	TP3	3
2373	log_EF_rel_mean	C5-G1-NA-TP3	1.74298936433333	0.822527767901463	C5	G1	T1	TP3	3
2374	log_EC_rel_mean	C5-G1-NA-TP3	0	0	C5	G1	T1	TP3	3
2375	log_KP_rel_mean	C5-G1-NA-TP3	0	0	C5	G1	T1	TP3	3
2386	log_CI_rel_mean	C5-G1-NA-TP6	2.96172489366667	0.0812038509589789	C5	G1	T1	TP6	6
2387	log_Lac_rel_mean	C5-G1-NA-TP6	0.992931605666667	0.450000765992649	C5	G1	T1	TP6	6
2388	log_EF_rel_mean	C5-G1-NA-TP6	4.10553386566667	0.893505384735049	C5	G1	T1	TP6	6
2389	log_EC_rel_mean	C5-G1-NA-TP6	0	0	C5	G1	T1	TP6	6
2390	log_KP_rel_mean	C5-G1-NA-TP6	0	0	C5	G1	T1	TP6	6
2401	log_CI_rel_mean	C5-G1-NA-TP12	3.80241467333333	0.720009143810219	C5	G1	T1	TP12	12
2402	log_Lac_rel_mean	C5-G1-NA-TP12	1.50873051333333	0.843968558663153	C5	G1	T1	TP12	12
2403	log_EF_rel_mean	C5-G1-NA-TP12	5.748883146	0.0344395982130783	C5	G1	T1	TP12	12
2404	log_EC_rel_mean	C5-G1-NA-TP12	0	0	C5	G1	T1	TP12	12
2405	log_KP_rel_mean	C5-G1-NA-TP12	0	0	C5	G1	T1	TP12	12
2416	log_CI_rel_mean	C5-G1-NA-TP24	2.98161814766667	0.606381077783669	C5	G1	T1	TP24	24
2417	log_Lac_rel_mean	C5-G1-NA-TP24	1.59209812833333	0.909033538836113	C5	G1	T1	TP24	24
2418	log_EF_rel_mean	C5-G1-NA-TP24	5.51836538966667	0.0613343095140919	C5	G1	T1	TP24	24
2419	log_EC_rel_mean	C5-G1-NA-TP24	0	0	C5	G1	T1	TP24	24
2420	log_KP_rel_mean	C5-G1-NA-TP24	0	0	C5	G1	T1	TP24	24
2431	log_CI_rel_mean	C5-G2-T1-TP0	0	0	C5	G2	T1	TP0	24.1
2432	log_Lac_rel_mean	C5-G2-T1-TP0	0	0	C5	G2	T1	TP0	24.1
2433	log_EF_rel_mean	C5-G2-T1-TP0	0	0	C5	G2	T1	TP0	24.1
2434	log_EC_rel_mean	C5-G2-T1-TP0	0	0	C5	G2	T1	TP0	24.1
2435	log_KP_rel_mean	C5-G2-T1-TP0	0	0	C5	G2	T1	TP0	24.1
2446	log_CI_rel_mean	C5-G2-T1-TP3	0.01108474	0.0077419807019099	C5	G2	T1	TP3	27
2447	log_Lac_rel_mean	C5-G2-T1-TP3	0.00597943066666667	0.00555873612883808	C5	G2	T1	TP3	27
2448	log_EF_rel_mean	C5-G2-T1-TP3	1.36238664533333	0.726830034874686	C5	G2	T1	TP3	27
2449	log_EC_rel_mean	C5-G2-T1-TP3	0	0	C5	G2	T1	TP3	27
2450	log_KP_rel_mean	C5-G2-T1-TP3	0	0	C5	G2	T1	TP3	27
2461	log_CI_rel_mean	C5-G2-T1-TP6	0.105072480666667	0.0177581419070138	C5	G2	T1	TP6	30
2462	log_Lac_rel_mean	C5-G2-T1-TP6	0.166110094333333	0.0928494067193547	C5	G2	T1	TP6	30
2463	log_EF_rel_mean	C5-G2-T1-TP6	4.520547006	0.32217436251031	C5	G2	T1	TP6	30
2464	log_EC_rel_mean	C5-G2-T1-TP6	0	0	C5	G2	T1	TP6	30
2465	log_KP_rel_mean	C5-G2-T1-TP6	0	0	C5	G2	T1	TP6	30
2476	log_CI_rel_mean	C5-G2-T1-TP12	0.541169271666667	0.306210530071376	C5	G2	T1	TP12	36
2477	log_Lac_rel_mean	C5-G2-T1-TP12	0.281291191333333	0.270143102640166	C5	G2	T1	TP12	36
2478	log_EF_rel_mean	C5-G2-T1-TP12	5.74870916233333	0.0263864427122134	C5	G2	T1	TP12	36
2479	log_EC_rel_mean	C5-G2-T1-TP12	0	0	C5	G2	T1	TP12	36
2480	log_KP_rel_mean	C5-G2-T1-TP12	0	0	C5	G2	T1	TP12	36
2491	log_CI_rel_mean	C5-G2-T1-TP24	1.376686784	1.15160053721487	C5	G2	T1	TP24	48
2492	log_Lac_rel_mean	C5-G2-T1-TP24	1.21802266133333	1.03271282600599	C5	G2	T1	TP24	48
2493	log_EF_rel_mean	C5-G2-T1-TP24	5.65248113133333	0.122191709665791	C5	G2	T1	TP24	48
2494	log_EC_rel_mean	C5-G2-T1-TP24	0	0	C5	G2	T1	TP24	48
2495	log_KP_rel_mean	C5-G2-T1-TP24	0	0	C5	G2	T1	TP24	48
2506	log_CI_rel_mean	C5-G2-T2-TP0	0	0	C5	G2	T2	TP0	24.1
2507	log_Lac_rel_mean	C5-G2-T2-TP0	0	0	C5	G2	T2	TP0	24.1
2508	log_EF_rel_mean	C5-G2-T2-TP0	0	0	C5	G2	T2	TP0	24.1
2509	log_EC_rel_mean	C5-G2-T2-TP0	0	0	C5	G2	T2	TP0	24.1
2510	log_KP_rel_mean	C5-G2-T2-TP0	0	0	C5	G2	T2	TP0	24.1
2521	log_CI_rel_mean	C5-G2-T2-TP3	0.019057532	0.0157510225266372	C5	G2	T2	TP3	27
2522	log_Lac_rel_mean	C5-G2-T2-TP3	0.000524825	0.000303294336841843	C5	G2	T2	TP3	27
2523	log_EF_rel_mean	C5-G2-T2-TP3	1.16307886833333	0.691638101500137	C5	G2	T2	TP3	27
2524	log_EC_rel_mean	C5-G2-T2-TP3	0	0	C5	G2	T2	TP3	27
2525	log_KP_rel_mean	C5-G2-T2-TP3	0	0	C5	G2	T2	TP3	27
2536	log_CI_rel_mean	C5-G2-T2-TP6	0.0592441426666667	0.0182046500207967	C5	G2	T2	TP6	30
2537	log_Lac_rel_mean	C5-G2-T2-TP6	0.00550218133333333	0.00100193688001413	C5	G2	T2	TP6	30
2538	log_EF_rel_mean	C5-G2-T2-TP6	4.272798251	0.266744308672461	C5	G2	T2	TP6	30
2539	log_EC_rel_mean	C5-G2-T2-TP6	0	0	C5	G2	T2	TP6	30
2540	log_KP_rel_mean	C5-G2-T2-TP6	0	0	C5	G2	T2	TP6	30
2551	log_CI_rel_mean	C5-G2-T2-TP12	0.350497259666667	0.118492757794386	C5	G2	T2	TP12	36
2552	log_Lac_rel_mean	C5-G2-T2-TP12	0.0108713726666667	0.00245252854053012	C5	G2	T2	TP12	36
2553	log_EF_rel_mean	C5-G2-T2-TP12	5.65198090433333	0.00975522356800264	C5	G2	T2	TP12	36
2554	log_EC_rel_mean	C5-G2-T2-TP12	0	0	C5	G2	T2	TP12	36
2555	log_KP_rel_mean	C5-G2-T2-TP12	0	0	C5	G2	T2	TP12	36
2566	log_CI_rel_mean	C5-G2-T2-TP24	0.093795376	0.0490491490707247	C5	G2	T2	TP24	48
2567	log_Lac_rel_mean	C5-G2-T2-TP24	0.395217746666667	0.374957957492261	C5	G2	T2	TP24	48
2568	log_EF_rel_mean	C5-G2-T2-TP24	5.41863751966667	0.184707992606107	C5	G2	T2	TP24	48
2569	log_EC_rel_mean	C5-G2-T2-TP24	0	0	C5	G2	T2	TP24	48
2570	log_KP_rel_mean	C5-G2-T2-TP24	0	0	C5	G2	T2	TP24	48
2581	log_CI_rel_mean	C5-G2-T3-TP0	0	0	C5	G2	T3	TP0	24.1
2582	log_Lac_rel_mean	C5-G2-T3-TP0	0	0	C5	G2	T3	TP0	24.1
2583	log_EF_rel_mean	C5-G2-T3-TP0	0	0	C5	G2	T3	TP0	24.1
2584	log_EC_rel_mean	C5-G2-T3-TP0	0	0	C5	G2	T3	TP0	24.1
2585	log_KP_rel_mean	C5-G2-T3-TP0	0	0	C5	G2	T3	TP0	24.1
2596	log_CI_rel_mean	C5-G2-T3-TP3	0.010089363	0.010089363	C5	G2	T3	TP3	27
2597	log_Lac_rel_mean	C5-G2-T3-TP3	0.010676562	0.010676562	C5	G2	T3	TP3	27
2598	log_EF_rel_mean	C5-G2-T3-TP3	0.3359703455	0.3359703455	C5	G2	T3	TP3	27
2599	log_EC_rel_mean	C5-G2-T3-TP3	0	0	C5	G2	T3	TP3	27
2600	log_KP_rel_mean	C5-G2-T3-TP3	0	0	C5	G2	T3	TP3	27
2611	log_CI_rel_mean	C5-G2-T3-TP6	0.252701364666667	0.234080824277279	C5	G2	T3	TP6	30
2612	log_Lac_rel_mean	C5-G2-T3-TP6	0.241321492333333	0.239612331403378	C5	G2	T3	TP6	30
2613	log_EF_rel_mean	C5-G2-T3-TP6	3.03629906633333	0.0770723758658668	C5	G2	T3	TP6	30
2614	log_EC_rel_mean	C5-G2-T3-TP6	0	0	C5	G2	T3	TP6	30
2615	log_KP_rel_mean	C5-G2-T3-TP6	0	0	C5	G2	T3	TP6	30
2626	log_CI_rel_mean	C5-G2-T3-TP12	0.0452815746666667	0.0327494947469241	C5	G2	T3	TP12	36
2627	log_Lac_rel_mean	C5-G2-T3-TP12	0.0105164873333333	0.00201613721140223	C5	G2	T3	TP12	36
2628	log_EF_rel_mean	C5-G2-T3-TP12	5.399952216	0.135142268724734	C5	G2	T3	TP12	36
2629	log_EC_rel_mean	C5-G2-T3-TP12	0	0	C5	G2	T3	TP12	36
2630	log_KP_rel_mean	C5-G2-T3-TP12	0	0	C5	G2	T3	TP12	36
2641	log_CI_rel_mean	C5-G2-T3-TP24	0.00934815933333333	0.00254467828087104	C5	G2	T3	TP24	48
2642	log_Lac_rel_mean	C5-G2-T3-TP24	0.00934815933333333	0.00254467828087104	C5	G2	T3	TP24	48
2643	log_EF_rel_mean	C5-G2-T3-TP24	4.69480934933333	0.270942539267291	C5	G2	T3	TP24	48
2644	log_EC_rel_mean	C5-G2-T3-TP24	0	0	C5	G2	T3	TP24	48
2645	log_KP_rel_mean	C5-G2-T3-TP24	0	0	C5	G2	T3	TP24	48
2656	log_CI_rel_mean	C5-G2-T4-TP0	0	0	C5	G2	T4	TP0	24.1
2657	log_Lac_rel_mean	C5-G2-T4-TP0	0	0	C5	G2	T4	TP0	24.1
2658	log_EF_rel_mean	C5-G2-T4-TP0	0	0	C5	G2	T4	TP0	24.1
2659	log_EC_rel_mean	C5-G2-T4-TP0	0	0	C5	G2	T4	TP0	24.1
2660	log_KP_rel_mean	C5-G2-T4-TP0	0	0	C5	G2	T4	TP0	24.1
2671	log_CI_rel_mean	C5-G2-T4-TP3	0	0	C5	G2	T4	TP3	27
2672	log_Lac_rel_mean	C5-G2-T4-TP3	0	0	C5	G2	T4	TP3	27
2673	log_EF_rel_mean	C5-G2-T4-TP3	0	0	C5	G2	T4	TP3	27
2674	log_EC_rel_mean	C5-G2-T4-TP3	0	0	C5	G2	T4	TP3	27
2675	log_KP_rel_mean	C5-G2-T4-TP3	0	0	C5	G2	T4	TP3	27
2686	log_CI_rel_mean	C5-G2-T4-TP6	0.167873994333333	0.164862064890795	C5	G2	T4	TP6	30
2687	log_Lac_rel_mean	C5-G2-T4-TP6	0.061566428	0.0595616712584647	C5	G2	T4	TP6	30
2688	log_EF_rel_mean	C5-G2-T4-TP6	0.704312411333333	0.411399762907062	C5	G2	T4	TP6	30
2689	log_EC_rel_mean	C5-G2-T4-TP6	0	0	C5	G2	T4	TP6	30
2690	log_KP_rel_mean	C5-G2-T4-TP6	0	0	C5	G2	T4	TP6	30
2701	log_CI_rel_mean	C5-G2-T4-TP12	0.3131958975	0.2573489605	C5	G2	T4	TP12	36
2702	log_Lac_rel_mean	C5-G2-T4-TP12	0.1029897175	0.1026676565	C5	G2	T4	TP12	36
2703	log_EF_rel_mean	C5-G2-T4-TP12	2.120226773	0.182601986	C5	G2	T4	TP12	36
2704	log_EC_rel_mean	C5-G2-T4-TP12	0	0	C5	G2	T4	TP12	36
2705	log_KP_rel_mean	C5-G2-T4-TP12	0	0	C5	G2	T4	TP12	36
2716	log_CI_rel_mean	C5-G2-T4-TP24	0.130401800333333	0.0676953194174238	C5	G2	T4	TP24	48
2717	log_Lac_rel_mean	C5-G2-T4-TP24	0.00893677	0.00477776790879915	C5	G2	T4	TP24	48
2718	log_EF_rel_mean	C5-G2-T4-TP24	4.425953079	0.899247781106851	C5	G2	T4	TP24	48
2719	log_EC_rel_mean	C5-G2-T4-TP24	0	0	C5	G2	T4	TP24	48
2720	log_KP_rel_mean	C5-G2-T4-TP24	0	0	C5	G2	T4	TP24	48
2731	log_CI_rel_mean	C5-G3-T1-TP3	0.46585639	NA	C5	G3	T1	TP3	51
2732	log_Lac_rel_mean	C5-G3-T1-TP3	0.00272109	NA	C5	G3	T1	TP3	51
2733	log_EF_rel_mean	C5-G3-T1-TP3	2.433955143	NA	C5	G3	T1	TP3	51
2734	log_EC_rel_mean	C5-G3-T1-TP3	0	NA	C5	G3	T1	TP3	51
2735	log_KP_rel_mean	C5-G3-T1-TP3	0	NA	C5	G3	T1	TP3	51
2746	log_CI_rel_mean	C5-G3-T1-TP6	0.715925171	0.708059602	C5	G3	T1	TP6	54
2747	log_Lac_rel_mean	C5-G3-T1-TP6	0.202674019333333	0.185994475152331	C5	G3	T1	TP6	54
2748	log_EF_rel_mean	C5-G3-T1-TP6	5.08423732133333	0.179294763241305	C5	G3	T1	TP6	54
2749	log_EC_rel_mean	C5-G3-T1-TP6	0	0	C5	G3	T1	TP6	54
2750	log_KP_rel_mean	C5-G3-T1-TP6	0	0	C5	G3	T1	TP6	54
2761	log_CI_rel_mean	C5-G3-T1-TP12	1.855834049	1.841113813	C5	G3	T1	TP12	60
2762	log_Lac_rel_mean	C5-G3-T1-TP12	0.324016036	0.28762899044374	C5	G3	T1	TP12	60
2763	log_EF_rel_mean	C5-G3-T1-TP12	5.91370003833333	0.142890677728889	C5	G3	T1	TP12	60
2764	log_EC_rel_mean	C5-G3-T1-TP12	0	0	C5	G3	T1	TP12	60
2765	log_KP_rel_mean	C5-G3-T1-TP12	0	0	C5	G3	T1	TP12	60
2776	log_CI_rel_mean	C5-G3-T1-TP24	1.4069453185	1.3243617445	C5	G3	T1	TP24	72
2777	log_Lac_rel_mean	C5-G3-T1-TP24	1.126143392	1.11239607807942	C5	G3	T1	TP24	72
2778	log_EF_rel_mean	C5-G3-T1-TP24	5.71810865166667	0.183933285487156	C5	G3	T1	TP24	72
2779	log_EC_rel_mean	C5-G3-T1-TP24	0	0	C5	G3	T1	TP24	72
2780	log_KP_rel_mean	C5-G3-T1-TP24	0	0	C5	G3	T1	TP24	72
2791	log_CI_rel_mean	C5-G3-T2-TP3	0	NA	C5	G3	T2	TP3	51
2792	log_Lac_rel_mean	C5-G3-T2-TP3	0	NA	C5	G3	T2	TP3	51
2793	log_EF_rel_mean	C5-G3-T2-TP3	0	NA	C5	G3	T2	TP3	51
2794	log_EC_rel_mean	C5-G3-T2-TP3	0	NA	C5	G3	T2	TP3	51
2795	log_KP_rel_mean	C5-G3-T2-TP3	0	NA	C5	G3	T2	TP3	51
2806	log_CI_rel_mean	C5-G3-T2-TP6	0.018082557	NA	C5	G3	T2	TP6	54
2807	log_Lac_rel_mean	C5-G3-T2-TP6	0.0129779843333333	0.00554662968826924	C5	G3	T2	TP6	54
2808	log_EF_rel_mean	C5-G3-T2-TP6	4.39520910433333	0.353918401429038	C5	G3	T2	TP6	54
2809	log_EC_rel_mean	C5-G3-T2-TP6	0	0	C5	G3	T2	TP6	54
2810	log_KP_rel_mean	C5-G3-T2-TP6	0	0	C5	G3	T2	TP6	54
2821	log_CI_rel_mean	C5-G3-T2-TP12	0.444685821	NA	C5	G3	T2	TP12	60
2822	log_Lac_rel_mean	C5-G3-T2-TP12	0.014017427	0.000389565428822083	C5	G3	T2	TP12	60
2823	log_EF_rel_mean	C5-G3-T2-TP12	5.803332851	0.0127486268548638	C5	G3	T2	TP12	60
2824	log_EC_rel_mean	C5-G3-T2-TP12	0	0	C5	G3	T2	TP12	60
2825	log_KP_rel_mean	C5-G3-T2-TP12	0	0	C5	G3	T2	TP12	60
2836	log_CI_rel_mean	C5-G3-T2-TP24	0.800784443	NA	C5	G3	T2	TP24	72
2837	log_Lac_rel_mean	C5-G3-T2-TP24	0.318048377	0.301223459574949	C5	G3	T2	TP24	72
2838	log_EF_rel_mean	C5-G3-T2-TP24	5.57960392633333	0.0537558227807384	C5	G3	T2	TP24	72
2839	log_EC_rel_mean	C5-G3-T2-TP24	0	0	C5	G3	T2	TP24	72
2840	log_KP_rel_mean	C5-G3-T2-TP24	0	0	C5	G3	T2	TP24	72
2851	log_CI_rel_mean	C5-G3-T3-TP0	0	NA	C5	G3	T3	TP0	48.1
2852	log_Lac_rel_mean	C5-G3-T3-TP0	0	NA	C5	G3	T3	TP0	48.1
2853	log_EF_rel_mean	C5-G3-T3-TP0	0	NA	C5	G3	T3	TP0	48.1
2854	log_EC_rel_mean	C5-G3-T3-TP0	0	NA	C5	G3	T3	TP0	48.1
2855	log_KP_rel_mean	C5-G3-T3-TP0	0	NA	C5	G3	T3	TP0	48.1
2866	log_CI_rel_mean	C5-G3-T3-TP3	0	NA	C5	G3	T3	TP3	51
2867	log_Lac_rel_mean	C5-G3-T3-TP3	0	NA	C5	G3	T3	TP3	51
2868	log_EF_rel_mean	C5-G3-T3-TP3	0	NA	C5	G3	T3	TP3	51
2869	log_EC_rel_mean	C5-G3-T3-TP3	0	NA	C5	G3	T3	TP3	51
2870	log_KP_rel_mean	C5-G3-T3-TP3	0	NA	C5	G3	T3	TP3	51
2881	log_CI_rel_mean	C5-G3-T3-TP6	0.0032864185	0.0002879155	C5	G3	T3	TP6	54
2882	log_Lac_rel_mean	C5-G3-T3-TP6	0.00310649866666667	0.000244954944442397	C5	G3	T3	TP6	54
2883	log_EF_rel_mean	C5-G3-T3-TP6	3.86023310733333	0.131904951084392	C5	G3	T3	TP6	54
2884	log_EC_rel_mean	C5-G3-T3-TP6	0	0	C5	G3	T3	TP6	54
2885	log_KP_rel_mean	C5-G3-T3-TP6	0	0	C5	G3	T3	TP6	54
2896	log_CI_rel_mean	C5-G3-T3-TP12	0.021742075	0.008657629	C5	G3	T3	TP12	60
2897	log_Lac_rel_mean	C5-G3-T3-TP12	0.0184050846666667	0.0060100208916975	C5	G3	T3	TP12	60
2898	log_EF_rel_mean	C5-G3-T3-TP12	5.83494435133333	0.0269341323127898	C5	G3	T3	TP12	60
2899	log_EC_rel_mean	C5-G3-T3-TP12	0	0	C5	G3	T3	TP12	60
2900	log_KP_rel_mean	C5-G3-T3-TP12	0	0	C5	G3	T3	TP12	60
2911	log_CI_rel_mean	C5-G3-T3-TP24	0.0240552785	0.0005575475	C5	G3	T3	TP24	72
2912	log_Lac_rel_mean	C5-G3-T3-TP24	0.0210828996666667	0.00298975846300334	C5	G3	T3	TP24	72
2913	log_EF_rel_mean	C5-G3-T3-TP24	5.59664821433333	0.0195277326806285	C5	G3	T3	TP24	72
2914	log_EC_rel_mean	C5-G3-T3-TP24	0	0	C5	G3	T3	TP24	72
2915	log_KP_rel_mean	C5-G3-T3-TP24	0	0	C5	G3	T3	TP24	72
2926	log_CI_rel_mean	C5-G3-T4-TP0	0	NA	C5	G3	T4	TP0	48.1
2927	log_Lac_rel_mean	C5-G3-T4-TP0	0	0	C5	G3	T4	TP0	48.1
2928	log_EF_rel_mean	C5-G3-T4-TP0	0	0	C5	G3	T4	TP0	48.1
2929	log_EC_rel_mean	C5-G3-T4-TP0	0	0	C5	G3	T4	TP0	48.1
2930	log_KP_rel_mean	C5-G3-T4-TP0	0	0	C5	G3	T4	TP0	48.1
2941	log_CI_rel_mean	C5-G3-T4-TP3	0.00126478	NA	C5	G3	T4	TP3	51
2942	log_Lac_rel_mean	C5-G3-T4-TP3	0.000192031	NA	C5	G3	T4	TP3	51
2943	log_EF_rel_mean	C5-G3-T4-TP3	0.6924181	NA	C5	G3	T4	TP3	51
2944	log_EC_rel_mean	C5-G3-T4-TP3	0	NA	C5	G3	T4	TP3	51
2945	log_KP_rel_mean	C5-G3-T4-TP3	0	NA	C5	G3	T4	TP3	51
2956	log_CI_rel_mean	C5-G3-T4-TP6	0.002892574	NA	C5	G3	T4	TP6	54
2957	log_Lac_rel_mean	C5-G3-T4-TP6	0.006766836	0.00503075327658616	C5	G3	T4	TP6	54
2958	log_EF_rel_mean	C5-G3-T4-TP6	3.742208436	1.26401854380525	C5	G3	T4	TP6	54
2959	log_EC_rel_mean	C5-G3-T4-TP6	0	0	C5	G3	T4	TP6	54
2960	log_KP_rel_mean	C5-G3-T4-TP6	0	0	C5	G3	T4	TP6	54
2971	log_CI_rel_mean	C5-G3-T4-TP12	0.016569754	NA	C5	G3	T4	TP12	60
2972	log_Lac_rel_mean	C5-G3-T4-TP12	0.0180631953333333	0.0014711553871714	C5	G3	T4	TP12	60
2973	log_EF_rel_mean	C5-G3-T4-TP12	5.76543879533333	0.0620693852375649	C5	G3	T4	TP12	60
2974	log_EC_rel_mean	C5-G3-T4-TP12	0	0	C5	G3	T4	TP12	60
2975	log_KP_rel_mean	C5-G3-T4-TP12	0	0	C5	G3	T4	TP12	60
2986	log_CI_rel_mean	C5-G3-T4-TP24	0.01907591	NA	C5	G3	T4	TP24	72
2987	log_Lac_rel_mean	C5-G3-T4-TP24	0.0349271756666667	0.0128952142916147	C5	G3	T4	TP24	72
2988	log_EF_rel_mean	C5-G3-T4-TP24	5.56279057766667	0.0524091727783984	C5	G3	T4	TP24	72
2989	log_EC_rel_mean	C5-G3-T4-TP24	0	0	C5	G3	T4	TP24	72
2990	log_KP_rel_mean	C5-G3-T4-TP24	0	0	C5	G3	T4	TP24	72
