	taxa	sample	mean	se	V1	V2	V3	V4	Time
755	log_KP_rel_mean	C2-G2-T1-TP12	5.62772390166667	0.157774628032686	C2	G2	T1	TP12	36
766	log_CI_rel_mean	C2-G2-T1-TP24	1.00911675633333	0.798856355853085	C2	G2	T1	TP24	48
767	log_Lac_rel_mean	C2-G2-T1-TP24	0.0552171976666667	0.0205130522383928	C2	G2	T1	TP24	48
768	log_EF_rel_mean	C2-G2-T1-TP24	0	0	C2	G2	T1	TP24	48
769	log_EC_rel_mean	C2-G2-T1-TP24	3.88660482166667	0.426465710835805	C2	G2	T1	TP24	48
770	log_KP_rel_mean	C2-G2-T1-TP24	5.65736993066667	0.186367322836766	C2	G2	T1	TP24	48
781	log_CI_rel_mean	C2-G2-T2-TP0	0	0	C2	G2	T2	TP0	24.1
782	log_Lac_rel_mean	C2-G2-T2-TP0	0	0	C2	G2	T2	TP0	24.1
783	log_EF_rel_mean	C2-G2-T2-TP0	0	0	C2	G2	T2	TP0	24.1
784	log_EC_rel_mean	C2-G2-T2-TP0	0	0	C2	G2	T2	TP0	24.1
785	log_KP_rel_mean	C2-G2-T2-TP0	0	0	C2	G2	T2	TP0	24.1
796	log_CI_rel_mean	C2-G2-T2-TP3	0.00738954333333333	0.00133428811107676	C2	G2	T2	TP3	27
797	log_Lac_rel_mean	C2-G2-T2-TP3	0.00436269	0.00192879867385799	C2	G2	T2	TP3	27
798	log_EF_rel_mean	C2-G2-T2-TP3	0	0	C2	G2	T2	TP3	27
799	log_EC_rel_mean	C2-G2-T2-TP3	0.603671502666667	0.408268736890602	C2	G2	T2	TP3	27
800	log_KP_rel_mean	C2-G2-T2-TP3	3.45421601066667	0.797007774879151	C2	G2	T2	TP3	27
811	log_CI_rel_mean	C2-G2-T2-TP6	0.126991695	0.0520133934276298	C2	G2	T2	TP6	30
812	log_Lac_rel_mean	C2-G2-T2-TP6	0.024927517	0.00210595602862738	C2	G2	T2	TP6	30
813	log_EF_rel_mean	C2-G2-T2-TP6	0	0	C2	G2	T2	TP6	30
814	log_EC_rel_mean	C2-G2-T2-TP6	3.71134949633333	0.551579062215639	C2	G2	T2	TP6	30
815	log_KP_rel_mean	C2-G2-T2-TP6	5.466274476	0.104505918306886	C2	G2	T2	TP6	30
826	log_CI_rel_mean	C2-G2-T2-TP12	0.644388288666667	0.382113295733489	C2	G2	T2	TP12	36
827	log_Lac_rel_mean	C2-G2-T2-TP12	0.0321926066666667	0.00821890452974828	C2	G2	T2	TP12	36
828	log_EF_rel_mean	C2-G2-T2-TP12	0	0	C2	G2	T2	TP12	36
829	log_EC_rel_mean	C2-G2-T2-TP12	3.95231773666667	0.559819827647699	C2	G2	T2	TP12	36
830	log_KP_rel_mean	C2-G2-T2-TP12	5.64557670866667	0.157008255097344	C2	G2	T2	TP12	36
841	log_CI_rel_mean	C2-G2-T2-TP24	1.22305982533333	1.15074745638074	C2	G2	T2	TP24	48
842	log_Lac_rel_mean	C2-G2-T2-TP24	0.110890959666667	0.0393747255732881	C2	G2	T2	TP24	48
843	log_EF_rel_mean	C2-G2-T2-TP24	0	0	C2	G2	T2	TP24	48
844	log_EC_rel_mean	C2-G2-T2-TP24	3.99596263433333	0.414347735747977	C2	G2	T2	TP24	48
845	log_KP_rel_mean	C2-G2-T2-TP24	5.63679499933333	0.155657499373184	C2	G2	T2	TP24	48
856	log_CI_rel_mean	C2-G2-T3-TP0	0	0	C2	G2	T3	TP0	24.1
857	log_Lac_rel_mean	C2-G2-T3-TP0	0	0	C2	G2	T3	TP0	24.1
858	log_EF_rel_mean	C2-G2-T3-TP0	0	0	C2	G2	T3	TP0	24.1
859	log_EC_rel_mean	C2-G2-T3-TP0	0	0	C2	G2	T3	TP0	24.1
860	log_KP_rel_mean	C2-G2-T3-TP0	0	0	C2	G2	T3	TP0	24.1
871	log_CI_rel_mean	C2-G2-T3-TP3	0.005675299	0.00198921317268168	C2	G2	T3	TP3	27
872	log_Lac_rel_mean	C2-G2-T3-TP3	0.005675299	0.00198921317268168	C2	G2	T3	TP3	27
873	log_EF_rel_mean	C2-G2-T3-TP3	0	0	C2	G2	T3	TP3	27
874	log_EC_rel_mean	C2-G2-T3-TP3	1.57885020833333	0.514490977564511	C2	G2	T3	TP3	27
875	log_KP_rel_mean	C2-G2-T3-TP3	3.374828345	0.535873383144319	C2	G2	T3	TP3	27
886	log_CI_rel_mean	C2-G2-T3-TP6	0.0294636406666667	0.0068714723599188	C2	G2	T3	TP6	30
887	log_Lac_rel_mean	C2-G2-T3-TP6	0.0294636406666667	0.0068714723599188	C2	G2	T3	TP6	30
888	log_EF_rel_mean	C2-G2-T3-TP6	0	0	C2	G2	T3	TP6	30
889	log_EC_rel_mean	C2-G2-T3-TP6	3.556372823	0.215803886337132	C2	G2	T3	TP6	30
890	log_KP_rel_mean	C2-G2-T3-TP6	5.66587655066667	0.11187513404992	C2	G2	T3	TP6	30
901	log_CI_rel_mean	C2-G2-T3-TP12	0.0752464046666667	0.0497404530351946	C2	G2	T3	TP12	36
902	log_Lac_rel_mean	C2-G2-T3-TP12	0.0231067963333333	0.00267105893209543	C2	G2	T3	TP12	36
903	log_EF_rel_mean	C2-G2-T3-TP12	0	0	C2	G2	T3	TP12	36
904	log_EC_rel_mean	C2-G2-T3-TP12	3.928414188	0.22743166328312	C2	G2	T3	TP12	36
905	log_KP_rel_mean	C2-G2-T3-TP12	5.79283885866667	0.118061487103226	C2	G2	T3	TP12	36
916	log_CI_rel_mean	C2-G2-T3-TP24	0.0443002226666667	0.00953919494620485	C2	G2	T3	TP24	48
917	log_Lac_rel_mean	C2-G2-T3-TP24	0.0443002226666667	0.00953919494620485	C2	G2	T3	TP24	48
918	log_EF_rel_mean	C2-G2-T3-TP24	0	0	C2	G2	T3	TP24	48
919	log_EC_rel_mean	C2-G2-T3-TP24	3.703448337	0.193123643166664	C2	G2	T3	TP24	48
920	log_KP_rel_mean	C2-G2-T3-TP24	5.77572216333333	0.122519958169374	C2	G2	T3	TP24	48
931	log_CI_rel_mean	C2-G2-T4-TP0	0	0	C2	G2	T4	TP0	24.1
932	log_Lac_rel_mean	C2-G2-T4-TP0	0	0	C2	G2	T4	TP0	24.1
933	log_EF_rel_mean	C2-G2-T4-TP0	0	0	C2	G2	T4	TP0	24.1
934	log_EC_rel_mean	C2-G2-T4-TP0	0	0	C2	G2	T4	TP0	24.1
935	log_KP_rel_mean	C2-G2-T4-TP0	0	0	C2	G2	T4	TP0	24.1
946	log_CI_rel_mean	C2-G2-T4-TP3	0.0334710256666667	0.0270668686971626	C2	G2	T4	TP3	27
947	log_Lac_rel_mean	C2-G2-T4-TP3	0.004639747	0.00227578191586855	C2	G2	T4	TP3	27
948	log_EF_rel_mean	C2-G2-T4-TP3	0	0	C2	G2	T4	TP3	27
949	log_EC_rel_mean	C2-G2-T4-TP3	1.03242863866667	0.520215302567272	C2	G2	T4	TP3	27
950	log_KP_rel_mean	C2-G2-T4-TP3	3.104840174	0.568776845422292	C2	G2	T4	TP3	27
961	log_CI_rel_mean	C2-G2-T4-TP6	0.031095957	0.00967329549840048	C2	G2	T4	TP6	30
962	log_Lac_rel_mean	C2-G2-T4-TP6	0.047359326	0.0111977040947625	C2	G2	T4	TP6	30
963	log_EF_rel_mean	C2-G2-T4-TP6	0	0	C2	G2	T4	TP6	30
964	log_EC_rel_mean	C2-G2-T4-TP6	2.50503383866667	0.471774186787556	C2	G2	T4	TP6	30
965	log_KP_rel_mean	C2-G2-T4-TP6	5.74523305433333	0.121462828136521	C2	G2	T4	TP6	30
976	log_CI_rel_mean	C2-G2-T4-TP12	0.0961274763333333	0.0697145223528916	C2	G2	T4	TP12	36
977	log_Lac_rel_mean	C2-G2-T4-TP12	0.02639157	0.00423017078710119	C2	G2	T4	TP12	36
978	log_EF_rel_mean	C2-G2-T4-TP12	0	0	C2	G2	T4	TP12	36
979	log_EC_rel_mean	C2-G2-T4-TP12	3.10738149833333	0.195406304210006	C2	G2	T4	TP12	36
980	log_KP_rel_mean	C2-G2-T4-TP12	5.861263514	0.0923754099051227	C2	G2	T4	TP12	36
991	log_CI_rel_mean	C2-G2-T4-TP24	0.0439660996666667	0.00242947180191479	C2	G2	T4	TP24	48
992	log_Lac_rel_mean	C2-G2-T4-TP24	0.0439660996666667	0.00242947180191479	C2	G2	T4	TP24	48
993	log_EF_rel_mean	C2-G2-T4-TP24	0	0	C2	G2	T4	TP24	48
994	log_EC_rel_mean	C2-G2-T4-TP24	3.594606806	0.0906255826941357	C2	G2	T4	TP24	48
995	log_KP_rel_mean	C2-G2-T4-TP24	5.76037706	0.132290917025272	C2	G2	T4	TP24	48
1006	log_CI_rel_mean	C2-G3-T1-TP6	0.360965802666667	0.306177754346799	C2	G3	T1	TP6	54
1007	log_Lac_rel_mean	C2-G3-T1-TP6	0.0252452413333333	0.00522014843239798	C2	G3	T1	TP6	54
1008	log_EF_rel_mean	C2-G3-T1-TP6	0	0	C2	G3	T1	TP6	54
1009	log_EC_rel_mean	C2-G3-T1-TP6	2.86020696866667	0.820717510686351	C2	G3	T1	TP6	54
1010	log_KP_rel_mean	C2-G3-T1-TP6	5.61245574533333	0.105436087304757	C2	G3	T1	TP6	54
1021	log_CI_rel_mean	C2-G3-T1-TP12	1.23697915233333	0.838965772890264	C2	G3	T1	TP12	60
1022	log_Lac_rel_mean	C2-G3-T1-TP12	0.0377087956666667	0.00693966994142004	C2	G3	T1	TP12	60
1023	log_EF_rel_mean	C2-G3-T1-TP12	0	0	C2	G3	T1	TP12	60
1024	log_EC_rel_mean	C2-G3-T1-TP12	3.48233152966667	0.640162438968576	C2	G3	T1	TP12	60
1025	log_KP_rel_mean	C2-G3-T1-TP12	5.71822941033333	0.197618576213167	C2	G3	T1	TP12	60
1036	log_CI_rel_mean	C2-G3-T1-TP24	1.11105607866667	0.696317313211835	C2	G3	T1	TP24	72
1037	log_Lac_rel_mean	C2-G3-T1-TP24	0.0531268516666667	0.0115465130178079	C2	G3	T1	TP24	72
1038	log_EF_rel_mean	C2-G3-T1-TP24	0	0	C2	G3	T1	TP24	72
1039	log_EC_rel_mean	C2-G3-T1-TP24	3.68671687533333	0.404664288556008	C2	G3	T1	TP24	72
1040	log_KP_rel_mean	C2-G3-T1-TP24	5.66645451133333	0.179363697865174	C2	G3	T1	TP24	72
1051	log_CI_rel_mean	C2-G3-T2-TP6	0.349591248333333	0.318917768036011	C2	G3	T2	TP6	54
1052	log_Lac_rel_mean	C2-G3-T2-TP6	0.0288312956666667	0.00194718170089323	C2	G3	T2	TP6	54
1053	log_EF_rel_mean	C2-G3-T2-TP6	0	0	C2	G3	T2	TP6	54
1054	log_EC_rel_mean	C2-G3-T2-TP6	2.918196397	0.86559749005269	C2	G3	T2	TP6	54
1055	log_KP_rel_mean	C2-G3-T2-TP6	5.623022624	0.102417327223919	C2	G3	T2	TP6	54
1066	log_CI_rel_mean	C2-G3-T2-TP12	1.191343698	1.16251268703249	C2	G3	T2	TP12	60
1067	log_Lac_rel_mean	C2-G3-T2-TP12	0.0459796903333333	0.0172253855212542	C2	G3	T2	TP12	60
1068	log_EF_rel_mean	C2-G3-T2-TP12	0	0	C2	G3	T2	TP12	60
1069	log_EC_rel_mean	C2-G3-T2-TP12	3.55309286666667	0.616015341279391	C2	G3	T2	TP12	60
1070	log_KP_rel_mean	C2-G3-T2-TP12	5.70332802566667	0.1780795811289	C2	G3	T2	TP12	60
1081	log_CI_rel_mean	C2-G3-T2-TP24	0.956613802333333	0.899659033986488	C2	G3	T2	TP24	72
1082	log_Lac_rel_mean	C2-G3-T2-TP24	0.0622017433333333	0.0124308449228585	C2	G3	T2	TP24	72
1083	log_EF_rel_mean	C2-G3-T2-TP24	0	0	C2	G3	T2	TP24	72
1084	log_EC_rel_mean	C2-G3-T2-TP24	3.74048017966667	0.410396402015512	C2	G3	T2	TP24	72
1085	log_KP_rel_mean	C2-G3-T2-TP24	5.69107964466667	0.16290506584599	C2	G3	T2	TP24	72
1096	log_CI_rel_mean	C2-G3-T3-TP6	0.052008423	NA	C2	G3	T3	TP6	54
1097	log_Lac_rel_mean	C2-G3-T3-TP6	0.050301963	0.0114867775350197	C2	G3	T3	TP6	54
1098	log_EF_rel_mean	C2-G3-T3-TP6	0	0	C2	G3	T3	TP6	54
1099	log_EC_rel_mean	C2-G3-T3-TP6	2.68704948866667	0.537229960632169	C2	G3	T3	TP6	54
1100	log_KP_rel_mean	C2-G3-T3-TP6	5.67799313433333	0.0834943453783109	C2	G3	T3	TP6	54
1111	log_CI_rel_mean	C2-G3-T3-TP12	0.16229546	NA	C2	G3	T3	TP12	60
1112	log_Lac_rel_mean	C2-G3-T3-TP12	0.0255513346666667	0.00130862285718809	C2	G3	T3	TP12	60
1113	log_EF_rel_mean	C2-G3-T3-TP12	0	0	C2	G3	T3	TP12	60
1114	log_EC_rel_mean	C2-G3-T3-TP12	3.197336797	0.543601654745096	C2	G3	T3	TP12	60
1115	log_KP_rel_mean	C2-G3-T3-TP12	5.75442037833333	0.184023175030444	C2	G3	T3	TP12	60
1126	log_CI_rel_mean	C2-G3-T3-TP24	1.636891562	NA	C2	G3	T3	TP24	72
1127	log_Lac_rel_mean	C2-G3-T3-TP24	0.039084456	0.00430784689434107	C2	G3	T3	TP24	72
1128	log_EF_rel_mean	C2-G3-T3-TP24	0	0	C2	G3	T3	TP24	72
1129	log_EC_rel_mean	C2-G3-T3-TP24	3.52640665	0.257865319816454	C2	G3	T3	TP24	72
1130	log_KP_rel_mean	C2-G3-T3-TP24	5.704617901	0.144985314543164	C2	G3	T3	TP24	72
1141	log_CI_rel_mean	C2-G3-T4-TP6	0.025955387	0.000848101	C2	G3	T4	TP6	54
1142	log_Lac_rel_mean	C2-G3-T4-TP6	0.0304586386666667	0.00452979403601714	C2	G3	T4	TP6	54
1143	log_EF_rel_mean	C2-G3-T4-TP6	0	0	C2	G3	T4	TP6	54
1144	log_EC_rel_mean	C2-G3-T4-TP6	2.40439579866667	0.296261861777432	C2	G3	T4	TP6	54
1145	log_KP_rel_mean	C2-G3-T4-TP6	5.75930111333333	0.0331496730206906	C2	G3	T4	TP6	54
1156	log_CI_rel_mean	C2-G3-T4-TP12	0.0346392715	0.0033061515	C2	G3	T4	TP12	60
1157	log_Lac_rel_mean	C2-G3-T4-TP12	0.0380831683333333	0.00393750826186995	C2	G3	T4	TP12	60
1158	log_EF_rel_mean	C2-G3-T4-TP12	0	0	C2	G3	T4	TP12	60
1159	log_EC_rel_mean	C2-G3-T4-TP12	3.228729071	0.28761363256215	C2	G3	T4	TP12	60
1160	log_KP_rel_mean	C2-G3-T4-TP12	5.883890731	0.137128846604384	C2	G3	T4	TP12	60
1171	log_CI_rel_mean	C2-G3-T4-TP24	0.1432693685	0.0497211445	C2	G3	T4	TP24	72
1172	log_Lac_rel_mean	C2-G3-T4-TP24	0.110629623666667	0.0434674247329546	C2	G3	T4	TP24	72
1173	log_EF_rel_mean	C2-G3-T4-TP24	0	0	C2	G3	T4	TP24	72
1174	log_EC_rel_mean	C2-G3-T4-TP24	3.03708530033333	0.201419351415759	C2	G3	T4	TP24	72
1175	log_KP_rel_mean	C2-G3-T4-TP24	5.82801397066667	0.110695603904947	C2	G3	T4	TP24	72
1186	log_CI_rel_mean	C3-G1-NA-TP0	0	0	C3	G1	T1	TP0	0
1187	log_Lac_rel_mean	C3-G1-NA-TP0	0	0	C3	G1	T1	TP0	0
1188	log_EF_rel_mean	C3-G1-NA-TP0	0	0	C3	G1	T1	TP0	0
1189	log_EC_rel_mean	C3-G1-NA-TP0	0	0	C3	G1	T1	TP0	0
1190	log_KP_rel_mean	C3-G1-NA-TP0	0	0	C3	G1	T1	TP0	0
1201	log_CI_rel_mean	C3-G1-NA-TP3	2.66074009833333	0.32663598160889	C3	G1	T1	TP3	3
1202	log_Lac_rel_mean	C3-G1-NA-TP3	1.256130485	0.631582123593562	C3	G1	T1	TP3	3
1203	log_EF_rel_mean	C3-G1-NA-TP3	2.49391170433333	0.797475857352311	C3	G1	T1	TP3	3
1204	log_EC_rel_mean	C3-G1-NA-TP3	0	0	C3	G1	T1	TP3	3
1205	log_KP_rel_mean	C3-G1-NA-TP3	4.2651992	0.179644120401108	C3	G1	T1	TP3	3
1216	log_CI_rel_mean	C3-G1-NA-TP6	3.25735593666667	0.443458239325927	C3	G1	T1	TP6	6
1217	log_Lac_rel_mean	C3-G1-NA-TP6	1.737031661	0.822287352238952	C3	G1	T1	TP6	6
1218	log_EF_rel_mean	C3-G1-NA-TP6	4.358115113	0.542259937817663	C3	G1	T1	TP6	6
1219	log_EC_rel_mean	C3-G1-NA-TP6	0	0	C3	G1	T1	TP6	6
1220	log_KP_rel_mean	C3-G1-NA-TP6	5.184807008	0.333838227378258	C3	G1	T1	TP6	6
1231	log_CI_rel_mean	C3-G1-NA-TP12	3.47956138566667	0.527359133641847	C3	G1	T1	TP12	12
1232	log_Lac_rel_mean	C3-G1-NA-TP12	1.95336308066667	1.01193617836672	C3	G1	T1	TP12	12
1233	log_EF_rel_mean	C3-G1-NA-TP12	5.16552091333333	0.154388408939956	C3	G1	T1	TP12	12
1234	log_EC_rel_mean	C3-G1-NA-TP12	0	0	C3	G1	T1	TP12	12
1235	log_KP_rel_mean	C3-G1-NA-TP12	5.11580707833333	0.180156871058667	C3	G1	T1	TP12	12
1246	log_CI_rel_mean	C3-G1-NA-TP24	2.822802307	0.429364087436198	C3	G1	T1	TP24	24
1247	log_Lac_rel_mean	C3-G1-NA-TP24	1.515183633	1.19060850354222	C3	G1	T1	TP24	24
1248	log_EF_rel_mean	C3-G1-NA-TP24	4.41666956033333	0.211269834139625	C3	G1	T1	TP24	24
1249	log_EC_rel_mean	C3-G1-NA-TP24	0	0	C3	G1	T1	TP24	24
1250	log_KP_rel_mean	C3-G1-NA-TP24	5.527001268	0.12733862940589	C3	G1	T1	TP24	24
1261	log_CI_rel_mean	C3-G2-T1-TP0	0	0	C3	G2	T1	TP0	24.1
1262	log_Lac_rel_mean	C3-G2-T1-TP0	0	0	C3	G2	T1	TP0	24.1
1263	log_EF_rel_mean	C3-G2-T1-TP0	0	0	C3	G2	T1	TP0	24.1
1264	log_EC_rel_mean	C3-G2-T1-TP0	0	0	C3	G2	T1	TP0	24.1
1265	log_KP_rel_mean	C3-G2-T1-TP0	0	0	C3	G2	T1	TP0	24.1
1276	log_CI_rel_mean	C3-G2-T1-TP3	0.061428338	0.0385828549804673	C3	G2	T1	TP3	27
1277	log_Lac_rel_mean	C3-G2-T1-TP3	0.0159561686666667	0.00714610608567049	C3	G2	T1	TP3	27
1278	log_EF_rel_mean	C3-G2-T1-TP3	2.44927388566667	0.284762241755771	C3	G2	T1	TP3	27
1279	log_EC_rel_mean	C3-G2-T1-TP3	0	0	C3	G2	T1	TP3	27
1280	log_KP_rel_mean	C3-G2-T1-TP3	3.615722691	0.655555135554834	C3	G2	T1	TP3	27
1291	log_CI_rel_mean	C3-G2-T1-TP6	0.129414789666667	0.114698549822018	C3	G2	T1	TP6	30
1292	log_Lac_rel_mean	C3-G2-T1-TP6	0.0865821713333333	0.0718799602233874	C3	G2	T1	TP6	30
1293	log_EF_rel_mean	C3-G2-T1-TP6	5.093248932	0.13497387886984	C3	G2	T1	TP6	30
1294	log_EC_rel_mean	C3-G2-T1-TP6	0	0	C3	G2	T1	TP6	30
1295	log_KP_rel_mean	C3-G2-T1-TP6	5.094819216	0.167626148007573	C3	G2	T1	TP6	30
1306	log_CI_rel_mean	C3-G2-T1-TP12	0.645128182	0.623898926461455	C3	G2	T1	TP12	36
1307	log_Lac_rel_mean	C3-G2-T1-TP12	0.215953453	0.194774899612546	C3	G2	T1	TP12	36
1308	log_EF_rel_mean	C3-G2-T1-TP12	5.25794310333333	0.12228193862916	C3	G2	T1	TP12	36
1309	log_EC_rel_mean	C3-G2-T1-TP12	0	0	C3	G2	T1	TP12	36
1310	log_KP_rel_mean	C3-G2-T1-TP12	5.21957568833333	0.319293406334752	C3	G2	T1	TP12	36
1321	log_CI_rel_mean	C3-G2-T1-TP24	0.761107908	0.699262663710986	C3	G2	T1	TP24	48
1322	log_Lac_rel_mean	C3-G2-T1-TP24	1.076596272	0.936142508884115	C3	G2	T1	TP24	48
1323	log_EF_rel_mean	C3-G2-T1-TP24	4.88038029666667	0.185760761453923	C3	G2	T1	TP24	48
1324	log_EC_rel_mean	C3-G2-T1-TP24	0	0	C3	G2	T1	TP24	48
1325	log_KP_rel_mean	C3-G2-T1-TP24	5.56519960333333	0.355168922778471	C3	G2	T1	TP24	48
1336	log_CI_rel_mean	C3-G2-T2-TP0	0	0	C3	G2	T2	TP0	24.1
1337	log_Lac_rel_mean	C3-G2-T2-TP0	0	0	C3	G2	T2	TP0	24.1
1338	log_EF_rel_mean	C3-G2-T2-TP0	0	0	C3	G2	T2	TP0	24.1
1339	log_EC_rel_mean	C3-G2-T2-TP0	0	0	C3	G2	T2	TP0	24.1
1340	log_KP_rel_mean	C3-G2-T2-TP0	0	0	C3	G2	T2	TP0	24.1
1351	log_CI_rel_mean	C3-G2-T2-TP3	0.0245701193333333	0.014310014173676	C3	G2	T2	TP3	27
1352	log_Lac_rel_mean	C3-G2-T2-TP3	0.00704360366666667	0.003738196251897	C3	G2	T2	TP3	27
1353	log_EF_rel_mean	C3-G2-T2-TP3	2.286895509	0.251905141041877	C3	G2	T2	TP3	27
1354	log_EC_rel_mean	C3-G2-T2-TP3	0	0	C3	G2	T2	TP3	27
1355	log_KP_rel_mean	C3-G2-T2-TP3	3.45925016933333	0.864856252180378	C3	G2	T2	TP3	27
1366	log_CI_rel_mean	C3-G2-T2-TP6	0.066263897	0.0362578260794694	C3	G2	T2	TP6	30
1367	log_Lac_rel_mean	C3-G2-T2-TP6	0.0153156893333333	0.00453406560357348	C3	G2	T2	TP6	30
1368	log_EF_rel_mean	C3-G2-T2-TP6	4.96578388	0.235191270249651	C3	G2	T2	TP6	30
1369	log_EC_rel_mean	C3-G2-T2-TP6	0	0	C3	G2	T2	TP6	30
1370	log_KP_rel_mean	C3-G2-T2-TP6	5.15007941566667	0.19993566471027	C3	G2	T2	TP6	30
1381	log_CI_rel_mean	C3-G2-T2-TP12	0.467879366	0.448811162994655	C3	G2	T2	TP12	36
1382	log_Lac_rel_mean	C3-G2-T2-TP12	0.0341160296666667	0.0151507710834634	C3	G2	T2	TP12	36
1383	log_EF_rel_mean	C3-G2-T2-TP12	5.193525565	0.101999255313963	C3	G2	T2	TP12	36
1384	log_EC_rel_mean	C3-G2-T2-TP12	0	0	C3	G2	T2	TP12	36
1385	log_KP_rel_mean	C3-G2-T2-TP12	5.34626402333333	0.120650479851864	C3	G2	T2	TP12	36
1396	log_CI_rel_mean	C3-G2-T2-TP24	0.697257364	0.667684463089105	C3	G2	T2	TP24	48
1397	log_Lac_rel_mean	C3-G2-T2-TP24	0.171544789	0.142102723157932	C3	G2	T2	TP24	48
1398	log_EF_rel_mean	C3-G2-T2-TP24	4.858991713	0.249979898683266	C3	G2	T2	TP24	48
1399	log_EC_rel_mean	C3-G2-T2-TP24	0	0	C3	G2	T2	TP24	48
1400	log_KP_rel_mean	C3-G2-T2-TP24	5.353195062	0.306955036106142	C3	G2	T2	TP24	48
1411	log_CI_rel_mean	C3-G2-T3-TP0	0	0	C3	G2	T3	TP0	24.1
1412	log_Lac_rel_mean	C3-G2-T3-TP0	0	0	C3	G2	T3	TP0	24.1
1413	log_EF_rel_mean	C3-G2-T3-TP0	0	0	C3	G2	T3	TP0	24.1
1414	log_EC_rel_mean	C3-G2-T3-TP0	0	0	C3	G2	T3	TP0	24.1
1415	log_KP_rel_mean	C3-G2-T3-TP0	0	0	C3	G2	T3	TP0	24.1
1426	log_CI_rel_mean	C3-G2-T3-TP3	0.0362761286666667	0.0183812803211922	C3	G2	T3	TP3	27
1427	log_Lac_rel_mean	C3-G2-T3-TP3	0.00776038066666667	0.00444113198986941	C3	G2	T3	TP3	27
1428	log_EF_rel_mean	C3-G2-T3-TP3	1.11365817066667	0.434185525927152	C3	G2	T3	TP3	27
1429	log_EC_rel_mean	C3-G2-T3-TP3	0	0	C3	G2	T3	TP3	27
1430	log_KP_rel_mean	C3-G2-T3-TP3	3.78842465733333	0.585268571254661	C3	G2	T3	TP3	27
1441	log_CI_rel_mean	C3-G2-T3-TP6	0.0280289293333333	0.0124552354246624	C3	G2	T3	TP6	30
1442	log_Lac_rel_mean	C3-G2-T3-TP6	0.129742547333333	0.113892069078427	C3	G2	T3	TP6	30
1443	log_EF_rel_mean	C3-G2-T3-TP6	3.44149047733333	0.651022459256328	C3	G2	T3	TP6	30
1444	log_EC_rel_mean	C3-G2-T3-TP6	0	0	C3	G2	T3	TP6	30
1445	log_KP_rel_mean	C3-G2-T3-TP6	5.604402967	0.178845910929858	C3	G2	T3	TP6	30
1456	log_CI_rel_mean	C3-G2-T3-TP12	0.0857888923333333	0.0456797462824985	C3	G2	T3	TP12	36
1457	log_Lac_rel_mean	C3-G2-T3-TP12	0.0365377466666667	0.0180900402637129	C3	G2	T3	TP12	36
1458	log_EF_rel_mean	C3-G2-T3-TP12	4.64709979066667	0.309195755978686	C3	G2	T3	TP12	36
1459	log_EC_rel_mean	C3-G2-T3-TP12	0	0	C3	G2	T3	TP12	36
1460	log_KP_rel_mean	C3-G2-T3-TP12	5.59315493966667	0.194894653643647	C3	G2	T3	TP12	36
1471	log_CI_rel_mean	C3-G2-T3-TP24	0.249884606333333	0.18993646702201	C3	G2	T3	TP24	48
1472	log_Lac_rel_mean	C3-G2-T3-TP24	0.0538826586666667	0.0255949755532333	C3	G2	T3	TP24	48
1473	log_EF_rel_mean	C3-G2-T3-TP24	4.59082539166667	0.277227319297396	C3	G2	T3	TP24	48
1474	log_EC_rel_mean	C3-G2-T3-TP24	0	0	C3	G2	T3	TP24	48
1475	log_KP_rel_mean	C3-G2-T3-TP24	5.597286291	0.262834295328182	C3	G2	T3	TP24	48
1486	log_CI_rel_mean	C3-G2-T4-TP0	0	0	C3	G2	T4	TP0	24.1
1487	log_Lac_rel_mean	C3-G2-T4-TP0	0	0	C3	G2	T4	TP0	24.1
1488	log_EF_rel_mean	C3-G2-T4-TP0	0	0	C3	G2	T4	TP0	24.1
1489	log_EC_rel_mean	C3-G2-T4-TP0	0	0	C3	G2	T4	TP0	24.1
1490	log_KP_rel_mean	C3-G2-T4-TP0	0	0	C3	G2	T4	TP0	24.1
1501	log_CI_rel_mean	C3-G2-T4-TP3	0.0307096576666667	0.0187156134440734	C3	G2	T4	TP3	27
1502	log_Lac_rel_mean	C3-G2-T4-TP3	0.06543376	0.0634853715045619	C3	G2	T4	TP3	27
1503	log_EF_rel_mean	C3-G2-T4-TP3	0.300281645333333	0.231167950998913	C3	G2	T4	TP3	27
1504	log_EC_rel_mean	C3-G2-T4-TP3	0	0	C3	G2	T4	TP3	27
1505	log_KP_rel_mean	C3-G2-T4-TP3	3.61833021333333	0.405828490283211	C3	G2	T4	TP3	27
1516	log_CI_rel_mean	C3-G2-T4-TP6	0.0375046923333333	0.0127388152173852	C3	G2	T4	TP6	30
1517	log_Lac_rel_mean	C3-G2-T4-TP6	0.0375046923333333	0.0127388152173852	C3	G2	T4	TP6	30
1518	log_EF_rel_mean	C3-G2-T4-TP6	1.15454680466667	0.537137940025555	C3	G2	T4	TP6	30
1519	log_EC_rel_mean	C3-G2-T4-TP6	0	0	C3	G2	T4	TP6	30
1520	log_KP_rel_mean	C3-G2-T4-TP6	5.801494442	0.122289686738784	C3	G2	T4	TP6	30
1531	log_CI_rel_mean	C3-G2-T4-TP12	0.0540197536666667	0.0280095760498886	C3	G2	T4	TP12	36
1532	log_Lac_rel_mean	C3-G2-T4-TP12	0.0540197536666667	0.0280095760498886	C3	G2	T4	TP12	36
