	Row.names	Clostridium	Lactobacillus	Enterococcus	Escherichia	Klebsiella	Sample_ID_no_rep	Rep	OD600	OD600_corr	OD600_corr_old	OD480	Dox_conc	Dox_R1_corr	Dox_corr_CC0	Time	CI_rel	Lac_rel	EF_rel	EC_rel	KP_rel	log_CI_rel	log_Lac_rel	log_EF_rel	log_EC_rel	log_KP_rel
21	C1-G2-T1-TP12-R3	0.000455981527218493	3.25108098442732e-05	0.624499271634814	0.0975149066065835	0.27749732942154	C1-G2-T1-TP12	R3	415	366	365	92	-0.85	0	NA	36	0.166889238961969	0.011898956403004	228.566733418342	35.6904558180096	101.564022568284	0.154341437884899	0.0118287204288079	5.43619376465501	3.60251666178442	4.63048721401284
22	C1-G2-T1-TP24-R1	0.0174222926153237	0.000989902989507028	0.262918234013067	0.0433577509404078	0.675311819441695	C1-G2-T1-TP24	R1	526	477	476	89	-2.23	0	NA	48	8.3104335775094	0.472183725994853	125.411997624233	20.6816471985745	322.123737873688	2.23113566136563	0.386746826373282	4.83954639512157	3.07646615147931	5.77803533925487
23	C1-G2-T1-TP24-R2	0.00605100926263044	0.000142755174875089	0.300245316745758	0.214090470577829	0.479470448238907	C1-G2-T1-TP24	R2	441	397	391	86	-3.62	0	NA	48	2.40225067726428	0.0566738044254104	119.197390748066	84.9939168193983	190.349767950846	1.22443717652191	0.055126054174994	4.78913531427869	4.45427655909353	5.25410299917616
24	C1-G2-T1-TP24-R3	0.0003777625333181	6.25743069895501e-05	0.521941900201175	0.107536401151219	0.370081361807299	C1-G2-T1-TP24	R3	380	331	330	90	-1.77	0	NA	48	0.125039398528291	0.0207120956135411	172.762768966589	35.5945487810535	122.496930758216	0.117818055957202	0.0205005166691823	5.1576909721998	3.59989928890622	4.81621630359902
31	C1-G2-T2-TP0-R1	0.0122718398462921	0.00189035916824197	0.110446558616629	0.257708636772134	0.617682605596703	C1-G2-T2-TP0	R1	49	0	-1	110	7.47	9.24	1	24.1	0	0	0	0	0	0	0	0	0	0
32	C1-G2-T2-TP0-R2	0.00138504155124654	0.00554016620498615	0.129501385041551	0.351800554016621	0.511772853185596	C1-G2-T2-TP0	R2	48	0	-2	112	8.39	21.25	1	24.1	0	0	0	0	0	0	0	0	0	0
33	C1-G2-T2-TP0-R3	0.00206611570247934	0.00206611570247934	0.127291368918163	0.516653203256074	0.351923196420804	C1-G2-T2-TP0	R3	51	0	1	114	9.31	8.78	1	24.1	0	0	0	0	0	0	0	0	0	0
40	C1-G2-T2-TP3-R1	0.00148561050794473	0.000184128153194623	0.0605386281987479	0.0493965493891624	0.88839508375095	C1-G2-T2-TP3	R1	120	71	70	110	7.47	9.24	1	27	0.105478346064076	0.0130730988768183	4.2982426021111	3.50715500663053	63.0760509463175	0.100278133664528	0.0129883834496745	1.66737518106444	1.50566613553568	4.16007067393096
41	C1-G2-T2-TP3-R2	0.000122759636631476	0.000122759636631476	0.109440579251152	0.270150619052392	0.620163282423193	C1-G2-T2-TP3	R2	102	54	52	107	6.08	10.16	0.48	27	0.00662902037809968	0.00662902037809968	5.90979127956219	14.5881334288292	33.4888172508524	0.00660714504398656	0.00660714504398656	1.93293943176075	2.7465099471543	3.5406351338369
42	C1-G2-T2-TP3-R3	0.00100635283877951	6.26605677047434e-05	0.683187783426443	0.0359771139863676	0.279766089180705	C1-G2-T2-TP3	R3	65	14	15	107	6.08	6	0.68	27	0.0140889397429132	0.000877247947866408	9.5646289679702	0.503679595809147	3.91672524852987	0.0139906131005592	0.000876863390770308	2.35751153147076	0.407915168131168	1.59264270900196
43	C1-G2-T2-TP6-R1	6.23208276205908e-05	6.23208276205908e-05	0.407250145954147	0.0353750126780306	0.557250199712581	C1-G2-T2-TP6	R1	397	348	347	61	-15.17	0	0	30	0.0216876480119656	0.0216876480119656	141.723050792043	12.3105044119546	193.923069499978	0.0214558168993747	0.0214558168993747	4.96090604466856	2.58855352890567	5.27260496533735
44	C1-G2-T2-TP6-R2	4.42869796279894e-05	4.42869796279894e-05	0.377005611254546	0.205123673746302	0.417782141039896	C1-G2-T2-TP6	R2	367	319	317	115	9.78	12.93	0.61	30	0.0141275465013286	0.0141275465013286	120.2647899902	65.4344519250702	133.272502991727	0.0140286827629271	0.0140286827629271	4.79797650167934	4.19621577621727	4.89987133939241
45	C1-G2-T2-TP6-R3	4.34027777777778e-05	4.34027777777778e-05	0.660024504382657	0.042899417358029	0.296989272703758	C1-G2-T2-TP6	R3	365	314	315	101	3.31	6.47	0.74	30	0.0136284722222222	0.0136284722222222	207.247694376154	13.4704170504211	93.2546316289802	0.0135364398258326	0.0135364398258326	5.33872820956263	2.67210636195723	4.54599996707274
34	C1-G2-T2-TP12-R1	0.00653628718825676	5.18107870058546e-05	0.418841132999881	0.0367277089625856	0.53784306006227	C1-G2-T2-TP12	R1	520	471	470	109	7.01	7.85	0.85	36	3.07859126566893	0.0244028806797575	197.274173642944	17.2987509213778	253.324081289329	1.40575165077157	0.024109887404642	5.28965078822873	2.90683280185544	5.53860936432424
35	C1-G2-T2-TP12-R2	3.97645936058533e-05	3.97645936058533e-05	0.391045013519962	0.223238428503261	0.385637028789566	C1-G2-T2-TP12	R2	465	417	415	105	5.16	9.24	0.43	36	0.0165818355336408	0.0165818355336408	163.065770637824	93.0904246858597	160.810641005249	0.016445858011148	0.016445858011148	5.1002673879035	4.54425628462162	5.08642676887256
36	C1-G2-T2-TP12-R3	0.000113195805504352	2.82541745542904e-05	0.621954353343662	0.101197050120891	0.276707146555389	C1-G2-T2-TP12	R3	411	360	361	98	1.92	2.77	0.32	36	0.0407504899815667	0.0101715028395445	223.903567203718	36.4309380435207	99.6145727599399	0.039942077889442	0.0101201212295946	5.41567172012769	3.62249758287724	4.61129710562337
37	C1-G2-T2-TP24-R1	0.0174738688375235	0.000106394297265667	0.3039590270626	0.0504800655306235	0.627980644271987	C1-G2-T2-TP24	R1	513	464	463	108	6.54	8.78	0.95	48	8.10787514061091	0.0493669539312693	141.036988557047	23.4227504062093	291.383018942202	2.2091394393472	0.0481870813336921	4.95608750647761	3.19551509158726	5.67806465143615
38	C1-G2-T2-TP24-R2	9.88142292490119e-05	9.88142292490119e-05	0.249604743083004	0.241106719367589	0.509090909090909	C1-G2-T2-TP24	R2	419	371	369	94	0.08	3.7	0.17	48	0.0366600790513834	0.0366600790513834	92.6033596837945	89.4505928853755	188.872727272727	0.036004082890029	0.036004082890029	4.539066276897	4.5048037666609	5.24635399124708
39	C1-G2-T2-TP24-R3	6.16979269496545e-05	6.16979269496545e-05	0.586061866699054	0.0930060093153386	0.320808728131708	C1-G2-T2-TP24	R3	386	335	336	93	-0.39	1.39	0.16	48	0.0206688055281343	0.0206688055281343	196.330725344183	31.1570131206384	107.470923924122	0.0204581041185514	0.0204581041185514	5.28488112996733	3.47063056439552	4.6864821548007
46	C1-G2-T3-TP0-R1	0.000686813186813187	0.000686813186813187	0.0327652019877412	0.19516663792698	0.770694533711652	C1-G2-T3-TP0	R1	51	0	-2	299	94.77	96.54	1	24.1	0	0	0	0	0	0	0	0	0	0
47	C1-G2-T3-TP0-R2	0.00136239782016349	0.00136239782016349	0.0753337384588242	0.530923490090761	0.391017975810088	C1-G2-T3-TP0	R2	54	0	1	325	106.78	119.64	1	24.1	0	0	0	0	0	0	0	0	0	0
48	C1-G2-T3-TP0-R3	0.0475070788977672	0.0004510599909788	0.731609015025614	0.114967130932597	0.105465715153043	C1-G2-T3-TP0	R3	52	0	-1	318	103.55	103.01	1	24.1	0	0	0	0	0	0	0	0	0	0
55	C1-G2-T3-TP3-R1	0.00108479479298499	0.000180799132164166	0.00542397396492497	0.0838907973241728	0.909419634785753	C1-G2-T3-TP3	R1	122	71	69	318	103.55	105.32	1.09	27	0.0770204303019346	0.0128367383836558	0.385102151509673	5.95624661001627	64.5687940697885	0.0741983676340095	0.0127550458253759	0.325773892522143	1.9396400487124	4.18309988261317
56	C1-G2-T3-TP3-R2	0.000204498977505112	0.000204498977505112	0.00658166914926742	0.170300689237295	0.822708643658428	C1-G2-T3-TP3	R2	99	45	46	317	103.08	107.16	0.9	27	0.00920245398773006	0.00920245398773006	0.296175111717034	7.66353101567825	37.0218889646292	0.0091603693986642	0.0091603693986642	0.259417705868207	2.15912237800255	3.63816201927243
57	C1-G2-T3-TP3-R3	0.000270855904658722	0.000270855904658722	0.256782195858514	0.0785842064911832	0.664091885840985	C1-G2-T3-TP3	R3	69	17	16	332	110.01	109.94	1.07	27	0.00460455037919827	0.00460455037919827	4.36529732959474	1.33593151035012	11.2895620592967	0.00459398186684803	0.00459398186684803	1.67995179478835	0.848410745336727	2.50875028903716
58	C1-G2-T3-TP6-R1	0.00011125945705385	0.00011125945705385	0.0538495772140632	0.0825545171339564	0.863373386737873	C1-G2-T3-TP6	R1	447	396	394	132	17.63	18.01	0.19	30	0.0440587449933244	0.0440587449933244	21.324432576769	32.6915887850467	341.895861148198	0.0431157570280917	0.0431157570280917	3.10568170994545	3.51724821525714	5.83742678925371
59	C1-G2-T3-TP6-R2	7.18803910293272e-05	7.18803910293272e-05	0.0484682900771643	0.15892421523818	0.792463733902597	C1-G2-T3-TP6	R2	371	317	318	117	10.7	13.86	0.12	30	0.0227860839562967	0.0227860839562967	15.3644479544611	50.378976230503	251.211003647123	0.0225303585115725	0.0225303585115725	2.795111174079	3.93922906603564	5.5302660532179
60	C1-G2-T3-TP6-R3	5.84316933504733e-05	5.84316933504733e-05	0.359714055245028	0.0647203906438252	0.575448690724446	C1-G2-T3-TP6	R3	350	298	297	139	20.86	24.02	0.23	30	0.017412644618441	0.017412644618441	107.194788463018	19.2866764118599	171.483709835885	0.017262781694188	0.017262781694188	4.6839331994762	3.0099643361749	5.15030279627808
49	C1-G2-T3-TP12-R1	0.000109529025191676	0.000109529025191676	0.218385938265721	0.0615791165301128	0.719815887153783	C1-G2-T3-TP12	R1	617	566	564	122	13.01	13.86	0.14	36	0.0619934282584885	0.0619934282584885	123.606441058398	34.8537799560438	407.415792129041	0.0601477347200815	0.0601477347200815	4.8251602989049	3.57944899959185	6.01228575383145
50	C1-G2-T3-TP12-R2	7.68521364893944e-05	7.68521364893944e-05	0.200923105434604	0.160000022704432	0.638923167587986	C1-G2-T3-TP12	R2	288	234	235	97	1.46	5.54	0.05	36	0.0179833999385183	0.0179833999385183	47.0160066716973	37.440005312837	149.508021215589	0.0178236114516828	0.0178236114516828	3.87153442764538	3.64909872231324	5.01401637988224
51	C1-G2-T3-TP12-R3	3.06109954695727e-05	3.06109954695727e-05	0.428939508932485	0.0839722848174705	0.487026984259106	C1-G2-T3-TP12	R3	419	367	366	97	1.46	2.31	0.02	36	0.0112342353373332	0.0112342353373332	157.420799778222	30.8178285280117	178.738903223092	0.0111715999858197	0.0111715999858197	5.06525478249089	3.4600267782181	5.19150526019254
52	C1-G2-T3-TP24-R1	0.00012758356723654	0.00012758356723654	0.138046535162969	0.058869006615121	0.802829291087437	C1-G2-T3-TP24	R1	532	481	479	117	10.7	12.93	0.13	48	0.0613676958407757	0.0613676958407757	66.4003834133883	28.3159921818732	386.160889013057	0.0595583555243109	0.0595583555243109	4.21065070652802	3.37813317537893	5.95884034052026
53	C1-G2-T3-TP24-R2	0.000121536217792902	0.000121536217792902	0.18766768264861	0.146965730697548	0.665123514218256	C1-G2-T3-TP24	R2	480	426	427	123	13.47	17.09	0.14	48	0.0517744287797764	0.0517744287797764	79.9464328083079	62.6074012771554	283.342617056977	0.0504786700119823	0.0504786700119823	4.39378761254747	4.15272983585767	5.65017990913571
54	C1-G2-T3-TP24-R3	0.000113558937088349	0.000113558937088349	0.398990876954002	0.103306038336767	0.497475966835054	C1-G2-T3-TP24	R3	391	339	338	114	9.31	11.09	0.11	48	0.0384964796729503	0.0384964796729503	135.257907287407	35.020746996164	168.644352757083	0.037773974509267	0.037773974509267	4.91454946699631	3.5840950779049	5.1337042030669
61	C1-G2-T4-TP0-R1	0.010752688172043	0.010752688172043	0.010752688172043	0.519276160503541	0.44846577498033	C1-G2-T4-TP0	R1	72	0	8	612	239.35	241.12	1	24.1	0	0	0	0	0	0	0	0	0	0
62	C1-G2-T4-TP0-R2	0.00453901435892346	0.000282087447108604	0.386950974098225	0.317731005124642	0.290496918971101	C1-G2-T4-TP0	R2	57	0	-7	516	195	207.86	1	24.1	0	0	0	0	0	0	0	0	0	0
63	C1-G2-T4-TP0-R3	0.012487187897882	0.000331235508446505	0.351722459123676	0.370453240970499	0.265005876499496	C1-G2-T4-TP0	R3	59	0	-5	631	248.13	247.59	1	24.1	0	0	0	0	0	0	0	0	0	0
70	C1-G2-T4-TP3-R1	0.000402282202638824	0.000402282202638824	0.000402282202638824	0.0737730660804989	0.925020087311585	C1-G2-T4-TP3	R1	109	37	45	674	267.99	269.76	1.12	27	0.0148844414976365	0.0148844414976365	0.0148844414976365	2.72960344497846	34.2257432305286	0.0147747552710183	0.0147747552710183	0.0147747552710183	1.3163019129847	3.56177715708035
71	C1-G2-T4-TP3-R2	0.000181554103122731	0.000181554103122731	0.0047462671998973	0.183644030888334	0.811246593705523	C1-G2-T4-TP3	R2	96	39	32	643	253.67	257.75	1.24	27	0.00708061002178649	0.00708061002178649	0.185104420795995	7.16211720464503	31.6386171545154	0.00705566020668898	0.00705566020668898	0.169830889520045	2.0995035966753	3.48549616260882
72	C1-G2-T4-TP3-R3	0.00149499448464073	0.000147688672278836	0.0765437176136055	0.0648827606334077	0.856930838596067	C1-G2-T4-TP3	R3	69	10	5	655	259.21	259.13	1.05	27	0.0149499448464073	0.00147688672278836	0.765437176136055	0.648827606334077	8.56930838596067	0.0148392958554463	0.00147579719819671	0.568398351576483	0.500064493742444	2.25856093388371
73	C1-G2-T4-TP6-R1	0.000120845921450151	0.000120845921450151	0.000120845921450151	0.0710574018126888	0.928580060422961	C1-G2-T4-TP6	R1	470	398	406	108	6.54	6.93	0.03	30	0.0480966767371601	0.0480966767371601	0.0480966767371601	28.2808459214502	369.574864048338	0.0469758304391922	0.0469758304391922	0.0469758304391922	3.37693357943569	5.91505548653306
74	C1-G2-T4-TP6-R2	4.85389767983691e-05	4.85389767983691e-05	0.0233168190139076	0.161760431908984	0.814825671123512	C1-G2-T4-TP6	R2	430	373	366	171	35.64	38.8	0.19	30	0.0181050383457917	0.0181050383457917	8.69717349218753	60.336641102051	303.92997532907	0.0179430938917682	0.0179430938917682	2.27183445048829	4.11637739849835	5.72008216116279
75	C1-G2-T4-TP6-R3	6.06207565470417e-05	6.06207565470417e-05	0.0217761647121494	0.0575426028427189	0.920559990932038	C1-G2-T4-TP6	R3	301	242	237	115	9.78	12.93	0.05	30	0.0146702230843841	0.0146702230843841	5.26983186034016	13.925309887938	222.775517805553	0.0145636563360781	0.0145636563360781	1.83574953775259	2.70305842207404	5.41064339671055
64	C1-G2-T4-TP12-R1	0.000108908734480505	0.000108908734480505	0.00394304979964038	0.0722892463267403	0.923549886404658	C1-G2-T4-TP12	R1	527	455	463	113	8.85	9.7	0.04	36	0.0495534741886299	0.0495534741886299	1.79408765883637	32.8916070786669	420.21519831412	0.04836481104212	0.04836481104212	1.0275056342998	3.52316740493333	6.04314386297569
65	C1-G2-T4-TP12-R2	4.73081653893462e-05	4.73081653893462e-05	0.173337117986564	0.151007663922793	0.675560601759864	C1-G2-T4-TP12	R2	534	477	470	102	3.77	7.85	0.04	36	0.0225659948907181	0.0225659948907181	82.6818052795913	72.0306556911723	322.242407039455	0.0223151495324396	0.0223151495324396	4.42702157369279	4.29087929397282	5.77840252793898
66	C1-G2-T4-TP12-R3	8.26719576719577e-05	8.26719576719577e-05	0.147674532191271	0.0780731497524154	0.77408697414097	C1-G2-T4-TP12	R3	376	317	312	109	7.01	7.85	0.03	36	0.0262070105820106	0.0262070105820106	46.8128267046329	24.7491884715157	245.385570802687	0.0258694910966337	0.0258694910966337	3.86729394460148	3.24840311094382	5.50689766989063
67	C1-G2-T4-TP24-R1	0.000481695568400771	0.000481695568400771	0.0586478980911594	0.0667372633451125	0.873651447426927	C1-G2-T4-TP24	R1	537	465	473	114	9.31	11.55	0.05	48	0.223988439306358	0.223988439306358	27.2712726123891	31.0328274554773	406.247923053521	0.202114739034385	0.202114739034385	3.34184618704847	3.46676123495068	6.00942214753918
68	C1-G2-T4-TP24-R2	0.000264550264550265	0.000264550264550265	0.129100529100529	0.111111111111111	0.759259259259259	C1-G2-T4-TP24	R2	558	501	494	110	7.47	11.09	0.05	48	0.132539682539683	0.132539682539683	64.6793650793651	55.6666666666667	380.388888888889	0.124462617531313	0.124462617531313	4.18478479821811	4.03718614838215	5.94381956030591
69	C1-G2-T4-TP24-R3	0.000111906893464637	0.000111906893464637	0.219590850651492	0.0774490552090326	0.702736280352546	C1-G2-T4-TP24	R3	405	346	341	137	19.94	21.71	0.09	48	0.0387197851387646	0.0387197851387646	75.9784343254164	26.7973731023253	243.146753001981	0.0379889790520846	0.0379889790520846	4.34352530892983	3.32494152350976	5.49776949122604
82	C1-G3-T1-TP3-R1	0.00332824850922202	0.000138677021217584	0.30481209263625	0.0155318263763694	0.676189155456941	C1-G3-T1-TP3	R1	128	74	78	NA	NA	NA	NA	51	0.24629038968243	0.0102620995701012	22.5560948550825	1.14935515185134	50.0379975038136	0.220171450741614	0.0102098017125457	3.15938459186495	0.765167867780291	3.93257040440742
83	C1-G3-T1-TP6-R1	0.00115046429451886	8.21760210370614e-05	0.526748294847563	0.00706713780918728	0.464951927027693	C1-G3-T1-TP6	R1	391	337	341	NA	NA	NA	NA	54	0.387706467252856	0.0276933190894897	177.514175363629	2.38162544169611	156.688799408333	0.327652360795336	0.0273167947904432	5.18466801186843	1.21835649380972	5.06062346676896
84	C1-G3-T1-TP6-R2	6.28851716765187e-05	6.28851716765187e-05	0.382844925166646	0.149037856873349	0.467991447616652	C1-G3-T1-TP6	R2	404	354	354	NA	NA	NA	NA	54	0.0222613507734876	0.0222613507734876	135.527103508993	52.7594013331656	165.668972456295	0.0220171839167797	0.0220171839167797	4.91652315541993	3.98451856023707	5.11600964439615
85	C1-G3-T1-TP6-R3	5.67536889897843e-05	5.67536889897843e-05	0.589159857969062	0.016966528573133	0.393760106079825	C1-G3-T1-TP6	R3	335	285	285	NA	NA	NA	NA	54	0.0161748013620885	0.0161748013620885	167.910559521183	4.83546064334291	112.22163023275	0.0160453829423626	0.0160453829423626	5.12936934122707	1.76395320749707	4.72934722731028
