	Row.names	Clostridium	Lactobacillus	Enterococcus	Escherichia	Klebsiella	Sample_ID_no_rep	Rep	OD600	OD600_corr	OD600_corr_old	OD480	Dox_conc	Dox_R1_corr	Dox_corr_CC0	Time	CI_rel	Lac_rel	EF_rel	EC_rel	KP_rel	log_CI_rel	log_Lac_rel	log_EF_rel	log_EC_rel	log_KP_rel
511	C5-G2-T3-TP6-R3	0.000184388	8.10E-05	0.999734632	0	0	C5-G2-T3-TP6	R3	73	21	20	324	106.32	108.09	1.04	30	0.003872158	0.00170057	20.99442727	0	0	0.003864681	0.001699126	3.090789115	0	0
501	C5-G2-T3-TP12-R1	4.99E-05	4.99E-05	0.99990015	0	0	C5-G2-T3-TP12	R1	306	251	253	314	101.7	105.32	1	36	0.012531203	0.012531203	250.9749376	0	0	0.012453337	0.012453337	5.529329629	0	0
502	C5-G2-T3-TP12-R2	0.000461219	2.56E-05	0.999513165	0	0	C5-G2-T3-TP12	R2	307	254	254	299	94.77	102.08	0.93	36	0.117149667	0.006506314	253.876344	0	0	0.110780501	0.006485239	5.540778502	0	0
503	C5-G2-T3-TP12-R3	7.55E-05	7.55E-05	0.99984892	0	0	C5-G2-T3-TP12	R3	220	168	167	306	98	100.24	0.97	36	0.012690739	0.012690739	167.9746185	0	0	0.012610886	0.012610886	5.129748517	0	0
504	C5-G2-T3-TP24-R1	0.00011426	0.00011426	0.999771481	0	0	C5-G2-T3-TP24	R1	152	97	99	206	51.81	54.97	0.52	48	0.011083181	0.011083181	96.97783364	0	0	0.011022213	0.011022213	4.584741266	0	0
505	C5-G2-T3-TP24-R2	7.01E-05	7.01E-05	0.999859846	0	0	C5-G2-T3-TP24	R2	235	182	182	309	99.39	104.39	0.95	48	0.012754029	0.012754029	181.9744919	0	0	0.012673382	0.012673382	5.209346755	0	0
506	C5-G2-T3-TP24-R3	6.05E-05	6.05E-05	0.999878935	0	0	C5-G2-T3-TP24	R3	124	72	71	211	54.12	57.28	0.55	48	0.004358354	0.004358354	71.99128329	0	0	0.004348883	0.004348883	4.290340027	0	0
512	C5-G2-T4-TP0-R1	0.112021858	0.040983607	0.846994536	0	0	C5-G2-T4-TP0	R1	65	0	1	636	250.43	249.43	1	24.1	0	0	0	0	0	0	0	0	0	0
513	C5-G2-T4-TP0-R2	0.006849315	0.006849315	0.98630137	0	0	C5-G2-T4-TP0	R2	59	0	-5	629	247.2	251.28	1	24.1	0	0	0	0	0	0	0	0	0	0
514	C5-G2-T4-TP0-R3	0.019878997	0.005185825	0.974935177	0	0	C5-G2-T4-TP0	R3	58	0	-6	615	240.73	240.2	1	24.1	0	0	0	0	0	0	0	0	0	0
520	C5-G2-T4-TP3-R1	0.101504262	0.065623105	0.832872633	0	0	C5-G2-T4-TP3	R1	64	0	0	583	225.95	226.8	0.91	27	0	0	0	0	0	0	0	0	0	0
521	C5-G2-T4-TP3-R3	0.002112873	0.002112873	0.995774254	0	0	C5-G2-T4-TP3	R3	57	0	-7	646	255.05	252.21	1.05	27	0	0	0	0	0	0	0	0	0	0
522	C5-G2-T4-TP6-R1	0.161183911	0.04950405	0.789312039	0	0	C5-G2-T4-TP6	R1	69	4	5	570	219.95	220.8	0.89	30	0.644735645	0.198016198	3.157248157	0	0	0.497579669	0.18066702	1.424853355	0	0
523	C5-G2-T4-TP6-R2	0.033136209	0.000578329	0.966285462	0	0	C5-G2-T4-TP6	R2	59	0	-5	656	259.67	264.68	1.05	30	0	0	0	0	0	0	0	0	0	0
524	C5-G2-T4-TP6-R3	0.006060606	0.004040404	0.98989899	0	0	C5-G2-T4-TP6	R3	59	1	-5	581	225.03	226.8	0.94	30	0.006060606	0.004040404	0.98989899	0	0	0.006042314	0.004032264	0.688083879	0	0
515	C5-G2-T4-TP12-R1	0.076923077	0.022833227	0.900243696	0	0	C5-G2-T4-TP12	R1	75	10	11	583	225.95	229.57	0.92	36	0.769230769	0.228332274	9.002436957	0	0	0.570544858	0.205657374	2.302828759	0	0
516	C5-G2-T4-TP12-R2	0.009572636	5.37E-05	0.990373678	0	0	C5-G2-T4-TP12	R2	65	6	1	605	236.12	243.43	0.97	36	0.057435817	0.000322113	5.94224207	0	0	0.055846937	0.000322061	1.937624787	0	0
517	C5-G2-T4-TP24-R1	0.001294994	3.62E-05	0.998668765	0	0	C5-G2-T4-TP24	R1	286	221	222	636	250.43	253.59	1.02	48	0.286193635	0.008009278	220.7057971	0	0	0.251687186	0.007977374	5.401351265	0	0
518	C5-G2-T4-TP24-R2	9.42E-05	9.42E-05	0.99981157	0	0	C5-G2-T4-TP24	R2	248	189	184	577	223.18	228.19	0.91	48	0.01780667	0.01780667	188.9643867	0	0	0.017649989	0.017649989	5.246836616	0	0
519	C5-G2-T4-TP24-R3	0.009969634	9.10E-05	0.989939316	0	0	C5-G2-T4-TP24	R3	71	13	7	569	219.49	222.64	0.93	48	0.129605239	0.001183647	12.86921111	0	0	0.121868226	0.001182947	2.629671356	0	0
531	C5-G3-T1-TP3-R1	0.053943469	0.000247709	0.945808822	0	0	C5-G3-T1-TP3	R1	65	11	15	NA	NA	NA	NA	51	0.593378159	0.002724796	10.40389705	0	0	0.46585639	0.00272109	2.433955143	0	0
532	C5-G3-T1-TP6-R1	0.013477089	0.003317437	0.983205474	0	0	C5-G3-T1-TP6	R1	288	234	238	NA	NA	NA	NA	54	3.153638814	0.776280323	230.0700809	0	0	1.423984773	0.574521472	5.442721045	0	0
533	C5-G3-T1-TP6-R2		0.000195236	0.999609528	0	0	C5-G3-T1-TP6	R2	181	133	131	NA	NA	NA	NA	54		0.025966419	132.9480672	0	0		0.025635017	4.897452166	0	0
534	C5-G3-T1-TP6-R3	5.85E-05	5.85E-05	0.999883014	0	0	C5-G3-T1-TP6	R3	184	135	134	NA	NA	NA	NA	54	0.007896584	0.007896584	134.9842068	0	0	0.007865569	0.007865569	4.912538753	0	0
525	C5-G3-T1-TP12-R1	0.073917372	0.00273768	0.923344948	0	0	C5-G3-T1-TP12	R1	586	532	536	NA	NA	NA	NA	60	39.32404181	1.456445993	491.2195122	0	0	3.696947862	0.898715587	6.19892478	0	0
526	C5-G3-T1-TP12-R2		0.000185736	0.999628529	0	0	C5-G3-T1-TP12	R2	373	325	323	NA	NA	NA	NA	60		0.060364042	324.8792719	0	0		0.058612285	5.786526981	0	0
527	C5-G3-T1-TP12-R3	4.71E-05	4.71E-05	0.999905847	0	0	C5-G3-T1-TP12	R3	364	315	314	NA	NA	NA	NA	60	0.014829112	0.014829112	314.9703418	0	0	0.014720236	0.014720236	5.755648354	0	0
528	C5-G3-T1-TP24-R1	0.029901961	0.057352941	0.912745098	0	0	C5-G3-T1-TP24	R1	534	480	484	NA	NA	NA	NA	72	14.35294118	27.52941176	438.1176471	0	0	2.731307063	3.350935547	6.084767366	0	0
529	C5-G3-T1-TP24-R2		5.37E-05	0.999892623	0	0	C5-G3-T1-TP24	R2	307	259	257	NA	NA	NA	NA	72		0.013905294	258.9721894	0	0		0.013809502	5.560574661	0	0
530	C5-G3-T1-TP24-R3	0.000349957	5.60E-05	0.99959403	0	0	C5-G3-T1-TP24	R3	295	246	245	NA	NA	NA	NA	72	0.086089438	0.013779197	245.9001314	0	0	0.082583574	0.013685127	5.508983928	0	0
541	C5-G3-T2-TP3-R1	0.024839744	0.007211538	0.967948718	0	0	C5-G3-T2-TP3	R1	53	0	3	NA	NA	NA	NA	51	0	0	0	0	0	0	0	0	0	0
542	C5-G3-T2-TP6-R1	0.000467873	0.00062383	0.998908297	0	0	C5-G3-T2-TP6	R1	92	39	42	NA	NA	NA	NA	54	0.018247037	0.024329382	38.95742358	0	0	0.018082557	0.024038137	3.687814477	0	0
543	C5-G3-T2-TP6-R2		5.75E-05	0.999884978	0	0	C5-G3-T2-TP6	R2	164	117	114	NA	NA	NA	NA	54		0.006728778	116.9865424	0	0		0.006706241	4.770570571	0	0
544	C5-G3-T2-TP6-R3		7.34E-05	0.999853157	0	0	C5-G3-T2-TP6	R3	161	112	111	NA	NA	NA	NA	54		0.008223201	111.9835536	0	0		0.008189575	4.727242265	0	0
535	C5-G3-T2-TP12-R1	0.001651917	3.93E-05	0.998308751	0	0	C5-G3-T2-TP12	R1	392	339	342	NA	NA	NA	NA	60	0.56	0.013333333	338.4266667	0	0	0.444685821	0.013245227	5.82725792	0	0
536	C5-G3-T2-TP12-R2		4.45E-05	0.999911008	0	0	C5-G3-T2-TP12	R2	371	324	321	NA	NA	NA	NA	60		0.014416659	323.9711667	0	0		0.014313727	5.78373646	0	0
537	C5-G3-T2-TP12-R3		4.44E-05	0.999911253	0	0	C5-G3-T2-TP12	R3	378	329	328	NA	NA	NA	NA	60		0.014598864	328.9708023	0	0		0.014493327	5.799004173	0	0
538	C5-G3-T2-TP24-R1	0.004203039	0.005172971	0.99062399	0	0	C5-G3-T2-TP24	R1	345	292	295	NA	NA	NA	NA	72	1.227287423	1.510507598	289.262205	0	0	0.800784443	0.920484963	5.67078467	0	0
539	C5-G3-T2-TP24-R2		7.58E-05	0.999848416	0	0	C5-G3-T2-TP24	R2	312	265	262	NA	NA	NA	NA	72		0.020084887	264.9598302	0	0		0.019885846	5.583345283	0	0
540	C5-G3-T2-TP24-R3		5.78E-05	0.99988442	0	0	C5-G3-T2-TP24	R3	289	240	239	NA	NA	NA	NA	72		0.013869626	239.9722607	0	0		0.013774322	5.484681826	0	0
545	C5-G3-T3-TP0-R2	0.002932139	0.018127561	0.9789403	0	0	C5-G3-T3-TP0	R2	48	0	-2	NA	NA	NA	NA	48.1	0	0	0	0	0	0	0	0	0	0
552	C5-G3-T3-TP3-R1	0.002679369	0.001488538	0.995832093	0	0	C5-G3-T3-TP3	R1	52	0	2	NA	NA	NA	NA	51	0	0	0	0	0	0	0	0	0	0
553	C5-G3-T3-TP6-R1	8.14E-05	8.14E-05	0.99983724	0	0	C5-G3-T3-TP6	R1	98	44	48	NA	NA	NA	NA	54	0.003580729	0.003580729	43.99283854	0	0	0.003574334	0.003574334	3.806503334	0	0
554	C5-G3-T3-TP6-R2	5.01E-05	5.01E-05	0.9998999	0	0	C5-G3-T3-TP6	R2	108	60	58	NA	NA	NA	NA	54	0.003003003	0.003003003	59.99399399	0	0	0.002998503	0.002998503	4.1107754	0	0
555	C5-G3-T3-TP6-R3		7.24E-05	0.99985524	0	0	C5-G3-T3-TP6	R3	88	38	38	NA	NA	NA	NA	54		0.002750434	37.99449913	0	0		0.002746659	3.663420588	0	0
546	C5-G3-T3-TP12-R1	9.30E-05	9.30E-05	0.999814057	0	0	C5-G3-T3-TP12	R1	386	332	336	NA	NA	NA	NA	60	0.030866493	0.030866493	331.938267	0	0	0.030399704	0.030399704	5.807957088	0	0
547	C5-G3-T3-TP12-R2	3.97E-05	3.97E-05	0.99992066	0	0	C5-G3-T3-TP12	R2	380	332	330	NA	NA	NA	NA	60	0.013170422	0.013170422	331.9736592	0	0	0.013084446	0.013084446	5.808063385	0	0
548	C5-G3-T3-TP12-R3		3.28E-05	0.999934443	0	0	C5-G3-T3-TP12	R3	410	360	360	NA	NA	NA	NA	60		0.011800184	359.9763996	0	0		0.011731104	5.888812581	0	0
549	C5-G3-T3-TP24-R1	8.81E-05	8.81E-05	0.999823882	0	0	C5-G3-T3-TP24	R1	324	270	274	NA	NA	NA	NA	72	0.023775977	0.023775977	269.952448	0	0	0.023497731	0.023497731	5.601943337	0	0
550	C5-G3-T3-TP24-R2	9.62E-05	9.62E-05	0.999807581	0	0	C5-G3-T3-TP24	R2	307	259	257	NA	NA	NA	NA	72	0.024918222	0.024918222	258.9501636	0	0	0.024612826	0.024612826	5.560489934	0	0
551	C5-G3-T3-TP24-R3		5.51E-05	0.999889868	0	0	C5-G3-T3-TP24	R3	327	277	277	NA	NA	NA	NA	72		0.015253304	276.9694934	0	0		0.015138142	5.627511372	0	0
556	C5-G3-T4-TP0-R1	0.013358705	0.002656568	0.983984727	0	0	C5-G3-T4-TP0	R1	52	0	2	NA	NA	NA	NA	48.1	0	0	0	0	0	0	0	0	0	0
557	C5-G3-T4-TP0-R2		0.000168577	0.999662846	0	0	C5-G3-T4-TP0	R2	48	0	-2	NA	NA	NA	NA	48.1		0	0	0	0		0	0	0	0
564	C5-G3-T4-TP3-R1	0.00126558	0.000192049	0.998542371	0	0	C5-G3-T4-TP3	R1	53	1	3	NA	NA	NA	NA	51	0.00126558	0.000192049	0.998542371	0	0	0.00126478	0.000192031	0.6924181	0	0
565	C5-G3-T4-TP6-R1	4.75E-05	4.75E-05	0.999905024	0	0	C5-G3-T4-TP6	R1	113	61	63	NA	NA	NA	NA	54	0.002896761	0.002896761	60.99420648	0	0	0.002892574	0.002892574	4.127040937	0	0
566	C5-G3-T4-TP6-R2		5.59E-05	0.999888168	0	0	C5-G3-T4-TP6	R2	350	302	300	NA	NA	NA	NA	54		0.016886603	301.9662268	0	0		0.016745609	5.713621337	0	0
567	C5-G3-T4-TP6-R3		0.000220848	0.999558304	0	0	C5-G3-T4-TP6	R3	52	3	2	NA	NA	NA	NA	54		0.000662544	2.998674912	0	0		0.000662325	1.385963034	0	0
558	C5-G3-T4-TP12-R1	5.14E-05	5.14E-05	0.999897183	0	0	C5-G3-T4-TP12	R1	377	325	327	NA	NA	NA	NA	60	0.016707794	0.016707794	324.9665844	0	0	0.016569754	0.016569754	5.786794874	0	0
559	C5-G3-T4-TP12-R2		5.92E-05	0.999881603	0	0	C5-G3-T4-TP12	R2	331	283	281	NA	NA	NA	NA	60		0.016753226	282.9664935	0	0		0.016614439	5.648856251	0	0
560	C5-G3-T4-TP12-R3		6.07E-05	0.9998787	0	0	C5-G3-T4-TP12	R3	399	350	349	NA	NA	NA	NA	60		0.021227559	349.9575449	0	0		0.021005393	5.860665261	0	0
561	C5-G3-T4-TP24-R1	8.16E-05	8.16E-05	0.999836788	0	0	C5-G3-T4-TP24	R1	288	236	238	NA	NA	NA	NA	72	0.019259017	0.019259017	235.961482	0	0	0.01907591	0.01907591	5.467897605	0	0
562	C5-G3-T4-TP24-R2		0.000237928	0.999524144	0	0	C5-G3-T4-TP24	R2	310	262	260	NA	NA	NA	NA	72		0.062337152	261.8753257	0	0		0.060471341	5.571679873	0	0
563	C5-G3-T4-TP24-R3		9.03E-05	0.999819397	0	0	C5-G3-T4-TP24	R3	332	283	282	NA	NA	NA	NA	72		0.025555355	282.9488893	0	0		0.025234276	5.648794255	0	0
