	Row.names	Clostridium	Lactobacillus	Enterococcus	Escherichia	Klebsiella	Sample_ID_no_rep	Rep	OD600	OD600_corr	OD600_corr_old	OD480	Dox_conc	Dox_R1_corr	Dox_corr_CC0	Time	CI_rel	Lac_rel	EF_rel	EC_rel	KP_rel	log_CI_rel	log_Lac_rel	log_EF_rel	log_EC_rel	log_KP_rel
387	C4-G2-T3-TP12-R1	7.14E-05	7.14E-05	0.40493288	0.594924405	0	C4-G2-T3-TP12	R1	501	450	448	292	91.54	94.23	1.06	36	0.032110746	0.032110746	182.2197961	267.7159824	0	0.031605974	0.031605974	5.210686504	5.593654994	0
388	C4-G2-T3-TP12-R2	0.000459961	4.56E-05	0.337151125	0.662343275	0	C4-G2-T3-TP12	R2	381	327	328	103	4.23	3.23	0.03	36	0.150407119	0.014924011	110.248418	216.5862509	0	0.140115896	0.014813743	4.711765701	5.382595328	0
389	C4-G2-T3-TP12-R3	0.001040202	0.000582997	0.562022113	0.436354688	0	C4-G2-T3-TP12	R3	419	366	366	112	8.39	9.7	0.1	36	0.380714052	0.213376817	205.7000932	159.7058159	0	0.322600794	0.193407231	5.331268918	5.079575463	0
390	C4-G2-T3-TP24-R1	0.000798989	6.56E-05	0.492177054	0.506958345	0	C4-G2-T3-TP24	R1	492	441	439	151	26.41	29.1	0.33	48	0.352354027	0.028935109	217.0500807	223.5686302	0	0.301846798	0.028524393	5.384724764	5.414181363	0
391	C4-G2-T3-TP24-R2	9.48E-05	9.48E-05	0.149346092	0.850464407	0	C4-G2-T3-TP24	R2	366	312	313	117	10.7	16.17	0.17	48	0.029562251	0.029562251	46.59598063	265.3448949	0	0.029133713	0.029133713	3.862748317	5.584792066	0
392	C4-G2-T3-TP24-R3	4.93E-05	4.93E-05	0.61387037	0.386030972	0	C4-G2-T3-TP24	R3	366	313	313	113	8.85	10.62	0.1	48	0.015440016	0.015440016	192.1414257	120.8276943	0	0.015322032	0.015322032	5.263422696	4.802607704	0
399	C4-G2-T4-TP0-R1	0.045084463	0.002506266	0.191608966	0.760800306	0	C4-G2-T4-TP0	R1	73	0	9	628	246.74	248.05	1	24.1	0	0	0	0	0	0	0	0	0	0
400	C4-G2-T4-TP0-R2	0.002016129	0.002016129	0.03863668	0.957331062	0	C4-G2-T4-TP0	R2	59	0	-5	640	252.28	240.2	1	24.1	0	0	0	0	0	0	0	0	0	0
407	C4-G2-T4-TP3-R1	0.002567834	0.001233854	0.0053725	0.990825813	0	C4-G2-T4-TP3	R1	79	6	15	579	224.11	226.34	0.91	27	0.015407004	0.007403123	0.032234998	5.944954875	0	0.015289521	0.007375855	0.031726352	1.938015479	0
408	C4-G2-T4-TP3-R2	0.006152177	0.000271223	0.065828295	0.927748305	0	C4-G2-T4-TP3	R2	63	4	-1	651	257.36	262.83	1.09	27	0.024608708	0.001084893	0.263313179	3.710993219	0	0.024310792	0.001084305	0.233737777	1.54989876	0
409	C4-G2-T4-TP3-R3	0.000285714	0.000285714	0.245008686	0.754419885	0	C4-G2-T4-TP3	R3	61	2	-3	687	273.99	273.45	1.02	27	0.000571429	0.000571429	0.490017372	1.508839771	0	0.000571265	0.000571265	0.398787779	0.919820404	0
410	C4-G2-T4-TP6-R1	0.000102512	0.000102512	0.000102512	0.999692465	0	C4-G2-T4-TP6	R1	296	223	232	648	255.98	257.29	1.04	30	0.022860072	0.022860072	0.022860072	222.9314198	0	0.022602695	0.022602695	0.022602695	5.411339843	0
411	C4-G2-T4-TP6-R2	0.002733948	0.000120758	0.0213745	0.975770794	0	C4-G2-T4-TP6	R2	64	5	0	661	261.98	238.81	0.99	30	0.013669739	0.000603792	0.106872502	4.878853968	0	0.013577151	0.00060361	0.101538472	1.77136184	0
412	C4-G2-T4-TP6-R3	0.003939192	6.07E-05	0.411399384	0.58460074	0	C4-G2-T4-TP6	R3	67	8	3	659	261.06	263.75	0.98	30	0.031513537	0.000485466	3.291195072	4.676805924	0	0.031027178	0.000485349	1.456565266	1.736388737	0
401	C4-G2-T4-TP12-R1	8.70E-05	8.70E-05	0.00841811	0.991407886	0	C4-G2-T4-TP12	R1	515	442	451	123	13.47	16.17	0.07	36	0.038454846	0.038454846	3.72080483	438.2022855	0	0.037733883	0.037733883	1.5519793	6.084960094	0
402	C4-G2-T4-TP12-R2	0.002360961	0.000132855	0.025380335	0.972125849	0	C4-G2-T4-TP12	R2	64	5	0	623	244.43	243.43	1.01	36	0.011804807	0.000664275	0.126901674	4.860629244	0	0.011735674	0.000664055	0.119471986	1.768256977	0
403	C4-G2-T4-TP12-R3	0.000471489	0.00154332	0.184239645	0.813745546	0	C4-G2-T4-TP12	R3	75	16	11	683	272.14	273.45	1.02	36	0.007543827	0.024693121	2.947834322	13.01992873	0	0.007515515	0.024393173	1.373167156	2.640479798	0
404	C4-G2-T4-TP24-R1	0.00018162	0.00018162	0.068725027	0.930911733	0	C4-G2-T4-TP24	R1	474	401	410	99	2.39	5.08	0.02	48	0.07282964	0.07282964	27.55873592	373.2956048	0	0.070299682	0.070299682	3.351962876	5.925045872	0
405	C4-G2-T4-TP24-R2	0.000453721	0.000453721	0.016513927	0.982578632	0	C4-G2-T4-TP24	R2	489	430	425	110	7.47	12.93	0.05	48	0.195099819	0.195099819	7.100988436	422.5088119	0	0.178229712	0.178229712	2.091986083	6.048574321	0
406	C4-G2-T4-TP24-R3	0.000222482	5.54E-05	0.243172632	0.756549438	0	C4-G2-T4-TP24	R3	361	302	297	180	39.8	41.57	0.15	48	0.06718951	0.016745218	73.43813494	228.4779303	0	0.065028567	0.016606562	4.309968377	5.435806861	0
419	C4-G3-T1-TP3-R1	0.001179943	0.00019497	0.461751025	0.536874062	0	C4-G3-T1-TP3	R1	61	8	11	NA	NA	NA	NA	51	0.009439544	0.001559758	3.6940082	4.294992498	0	0.00939527	0.001558543	1.546286844	1.666761562	0
420	C4-G3-T1-TP6-R1	0.000387372	6.46E-05	0.567112144	0.432435922	0	C4-G3-T1-TP6	R1	346	293	296	NA	NA	NA	NA	54	0.113499903	0.018916651	166.1638582	126.7037252	0	0.107508121	0.018739956	5.118974518	4.849712934	0
421	C4-G3-T1-TP6-R2	8.18E-05	8.18E-05	0.999754601	8.18E-05	0	C4-G3-T1-TP6	R2	387	340	337	NA	NA	NA	NA	54	0.027811861	0.027811861	339.9165644	0.027811861	0	0.027432136	0.027432136	5.831637768	0.027432136	0
422	C4-G3-T1-TP6-R3	4.79E-05	4.79E-05	0.733006631	0.266897483	0	C4-G3-T1-TP6	R3	204	154	154	NA	NA	NA	NA	54	0.007383258	0.007383258	112.8830212	41.10221232	0	0.007356135	0.007356135	4.735171791	3.740100289	0
413	C4-G3-T1-TP12-R1	0.021545962	7.86E-05	0.566171267	0.412204136	0	C4-G3-T1-TP12	R1	462	409	412	NA	NA	NA	NA	60	8.812298498	0.032161673	231.5640481	168.5914917	0	2.283636548	0.031655315	5.449165663	5.133392555	0
414	C4-G3-T1-TP12-R2	0.001147941	4.78E-05	0.491031712	0.507772516	0	C4-G3-T1-TP12	R2	479	432	429	NA	NA	NA	NA	60	0.495910461	0.020662936	212.1256995	219.3577271	0	0.402735025	0.020452353	5.36188213	5.395252258	0
415	C4-G3-T1-TP12-R3	5.39E-05	5.39E-05	0.728364582	0.271527566	0	C4-G3-T1-TP12	R3	434	384	384	NA	NA	NA	NA	60	0.020707506	0.020707506	279.6919996	104.2665853	0	0.020496021	0.020496021	5.637257982	4.656496041	0
416	C4-G3-T1-TP24-R1	0.154705849	0.000160077	0.487438386	0.357695689	0	C4-G3-T1-TP24	R1	458	405	408	NA	NA	NA	NA	72	62.65586877	0.064831119	197.4125462	144.8667539	0	4.153491525	0.062816213	5.29034843	4.982693561	0
417	C4-G3-T1-TP24-R2	0.000279955	0.000279955	0.245188419	0.754251671	0	C4-G3-T1-TP24	R2	423	376	373	NA	NA	NA	NA	72	0.105263158	0.105263158	92.19084539	283.5986283	0	0.100083459	0.100083459	4.534649491	5.651079866	0
418	C4-G3-T1-TP24-R3	0.001212734	3.36E-05	0.719622757	0.279130894	0	C4-G3-T1-TP24	R3	385	335	335	NA	NA	NA	NA	72	0.40626582	0.011260883	241.0736237	93.50884963	0	0.340937837	0.011197951	5.48924191	4.548693477	0
429	C4-G3-T2-TP3-R1	0.000261917	0.000261917	0.496565143	0.502911023	0	C4-G3-T2-TP3	R1	62	8	12	NA	NA	NA	NA	51	0.002095338	0.002095338	3.97252114	4.023288184	0	0.002093146	0.002093146	1.603926983	1.614084736	0
430	C4-G3-T2-TP6-R1	5.15E-05	5.15E-05	0.567673436	0.432223482	0	C4-G3-T2-TP6	R1	367	313	317	NA	NA	NA	NA	54	0.016132357	0.016132357	177.6817854	135.2859499	0	0.016003614	0.016003614	5.185606489	4.914755251	0
431	C4-G3-T2-TP6-R2	7.64E-05	7.64E-05	0.99977066	7.64E-05	0	C4-G3-T2-TP6	R2	374	327	324	NA	NA	NA	NA	54	0.024998089	0.024998089	326.9250057	0.024998089	0	0.024690748	0.024690748	5.792784941	0.024690748	0
432	C4-G3-T2-TP6-R3	4.11E-05	4.11E-05	0.745945642	0.253972222	0	C4-G3-T2-TP6	R3	233	184	183	NA	NA	NA	NA	54	0.007556468	0.007556468	137.2539982	46.7308889	0	0.007528061	0.007528061	4.92909256	3.865578754	0
423	C4-G3-T2-TP12-R1	0.003180774	2.52E-05	0.583242884	0.413551113	0	C4-G3-T2-TP12	R1	434	380	384	NA	NA	NA	NA	60	1.208694134	0.009587002	221.6322958	157.149423	0	0.792401451	0.009541338	5.405521513	5.063540302	0
424	C4-G3-T2-TP12-R2	5.80E-05	5.80E-05	0.452762303	0.547121634	0	C4-G3-T2-TP12	R2	473	426	423	NA	NA	NA	NA	60	0.024721448	0.024721448	192.8767409	233.0738162	0	0.024420818	0.024420818	5.267222601	5.455636519	0
425	C4-G3-T2-TP12-R3	5.51E-05	5.51E-05	0.741356854	0.258532966	0	C4-G3-T2-TP12	R3	415	366	365	NA	NA	NA	NA	60	0.020163067	0.020163067	271.3366085	94.6230654	0	0.019962485	0.019962485	5.607038832	4.560414061	0
426	C4-G3-T2-TP24-R1	0.05515274	0.000118864	0.505646024	0.439082373	0	C4-G3-T2-TP24	R1	422	368	372	NA	NA	NA	NA	72	20.29620825	0.043741828	186.0777368	161.5823131	0	3.05852904	0.042812168	5.231524235	5.091184416	0
427	C4-G3-T2-TP24-R2	0.000441355	0.000109951	0.339622773	0.659825921	0	C4-G3-T2-TP24	R2	419	372	369	NA	NA	NA	NA	72	0.164184109	0.040901594	126.3396717	245.4552426	0	0.152020506	0.040087255	4.846858096	5.507180405	0
428	C4-G3-T2-TP24-R3	0.000595017	7.39E-05	0.720863115	0.278467964	0	C4-G3-T2-TP24	R3	370	321	320	NA	NA	NA	NA	72	0.191000462	0.023723302	231.3970599	89.3882163	0	0.174793678	0.023446277	5.448447374	4.504113908	0
439	C4-G3-T3-TP3-R1	0.000176803	0.000176803	0.337367312	0.662279081	0	C4-G3-T3-TP3	R1	72	17	22	NA	NA	NA	NA	51	0.003005658	0.003005658	5.735244312	11.25874437	0	0.00300115	0.00300115	1.907354084	2.506239509	0
440	C4-G3-T3-TP6-R1	4.68E-05	4.68E-05	0.536854922	0.463051419	0	C4-G3-T3-TP6	R1	390	335	340	NA	NA	NA	NA	54	0.015687927	0.015687927	179.8463988	155.1222253	0	0.015566144	0.015566144	5.197648046	5.050639196	0
441	C4-G3-T3-TP6-R2	5.88E-05	5.88E-05	0.999823519	5.88E-05	0	C4-G3-T3-TP6	R2	368	320	318	NA	NA	NA	NA	54	0.018824637	0.018824637	319.9435261	0.018824637	0	0.018649646	0.018649646	5.771265176	0.018649646	0
442	C4-G3-T3-TP6-R3		3.84E-05	0.809692715	0.190230404	0	C4-G3-T3-TP6	R3	231	181	181	NA	NA	NA	NA	54		0.006957792	146.5543813	34.43170307	0		0.006933698	4.994196795	3.567606986	0
433	C4-G3-T3-TP12-R1	0.00011302	0.00011302	0.589778441	0.409995519	0	C4-G3-T3-TP12	R1	451	396	401	NA	NA	NA	NA	60	0.044755877	0.044755877	233.5522627	162.3582256	0	0.043783248	0.043783248	5.457678432	5.095945492	0
434	C4-G3-T3-TP12-R2	4.92E-05	4.92E-05	0.624102312	0.375799311	0	C4-G3-T3-TP12	R2	442	394	392	NA	NA	NA	NA	60	0.019380226	0.019380226	245.8963109	148.0649287	0	0.019194821	0.019194821	5.508968454	5.004381974	0
435	C4-G3-T3-TP12-R3		8.24E-05	0.733067832	0.266767288	0	C4-G3-T3-TP12	R3	408	358	358	NA	NA	NA	NA	60		0.029513603	262.4382837	95.50268905	0		0.02908646	5.573819123	4.569570874	0
436	C4-G3-T3-TP24-R1	0.000122519	0.000122519	0.450642449	0.549112513	0	C4-G3-T3-TP24	R1	400	345	350	NA	NA	NA	NA	72	0.042269052	0.042269052	155.4716449	189.443817	0	0.041400117	0.041400117	5.052874811	5.249357227	0
437	C4-G3-T3-TP24-R2	0.000163881	0.000163881	0.322793672	0.676878567	0	C4-G3-T3-TP24	R2	425	377	375	NA	NA	NA	NA	72	0.061783022	0.061783022	121.6932143	255.1832197	0	0.059949591	0.059949591	4.809687047	5.54589289	0
438	C4-G3-T3-TP24-R3		5.50E-05	0.737260343	0.262629694	0	C4-G3-T3-TP24	R3	377	327	327	NA	NA	NA	NA	72		0.017978887	241.0841322	85.87991004	0		0.017819178	5.489285319	4.464526821	0
449	C4-G3-T4-TP3-R1	0.000232775	0.000232775	0.183387973	0.816146477	0	C4-G3-T4-TP3	R1	66	11	16	NA	NA	NA	NA	51	0.002560521	0.002560521	2.017267708	8.977611249	0	0.002557249	0.002557249	1.104351689	2.300343708	0
450	C4-G3-T4-TP6-R1	5.51E-05	5.51E-05	0.442191116	0.557698666	0	C4-G3-T4-TP6	R1	341	286	291	NA	NA	NA	NA	54	0.015761049	0.015761049	126.4666593	159.5018186	0	0.015638134	0.015638134	4.847854835	5.078305273	0
451	C4-G3-T4-TP6-R2	0.000126598	0.000126598	0.999620205	0.000126598	0	C4-G3-T4-TP6	R2	413	365	363	NA	NA	NA	NA	54	0.046208381	0.046208381	364.8613749	0.046208381	0	0.045172563	0.045172563	5.902254504	0.045172563	0
452	C4-G3-T4-TP6-R3		0.000102543	0.278259406	0.721535508	0	C4-G3-T4-TP6	R3	159	109	109	NA	NA	NA	NA	54		0.011177194	30.33027521	78.6473704	0		0.011115191	3.444584889	4.377609021	0
443	C4-G3-T4-TP12-R1	7.05E-05	7.05E-05	0.625566564	0.374292373	0	C4-G3-T4-TP12	R1	476	421	426	NA	NA	NA	NA	60	0.029693892	0.029693892	263.3635233	157.5770889	0	0.029261566	0.029261566	5.577325138	5.06624084	0
444	C4-G3-T4-TP12-R2	7.09E-05	7.09E-05	0.335037704	0.664820472	0	C4-G3-T4-TP12	R2	478	430	428	NA	NA	NA	NA	60	0.030492129	0.030492129	144.0662128	285.8728029	0	0.030036483	0.030036483	4.977190278	5.659038922	0
445	C4-G3-T4-TP12-R3		8.52E-05	0.529200669	0.470628944	0	C4-G3-T4-TP12	R3	426	376	376	NA	NA	NA	NA	60		0.032032714	198.9794515	176.9564831	0		0.031530366	5.298214619	5.181539043	0
446	C4-G3-T4-TP24-R1	0.000351217	8.66E-05	0.467469186	0.532093025	0	C4-G3-T4-TP24	R1	451	396	401	NA	NA	NA	NA	72	0.139081741	0.034282746	185.1177976	210.7088379	0	0.130222448	0.033708188	5.226379793	5.355211925	0
447	C4-G3-T4-TP24-R2	0.000113973	0.000113973	0.135875827	0.863896226	0	C4-G3-T4-TP24	R2	456	408	406	NA	NA	NA	NA	72	0.046501026	0.046501026	55.43733755	352.4696604	0	0.045452243	0.045452243	4.033130953	5.867797655	0
448	C4-G3-T4-TP24-R3		9.09E-05	0.479810423	0.520007792	0	C4-G3-T4-TP24	R3	415	365	365	NA	NA	NA	NA	72		0.033175786	175.1308042	189.8028442	0		0.032637346	5.171226925	5.251240666	0
453	C5-G1-NA-TP0-R1	0.372972973	0.351351351	0.275675676	0	0	C5-G1-NA-TP0	R1	56	0	6	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0
454	C5-G1-NA-TP0-R2	0.27078566	0.012204424	0.717009916	0	0	C5-G1-NA-TP0	R2	53	0	3	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0
455	C5-G1-NA-TP0-R3	0.110091743	0.208112023	0.681796234	0	0	C5-G1-NA-TP0	R3	54	0	4	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0
462	C5-G1-NA-TP3-R1	0.631864623	0.248084291	0.120051086	0	0	C5-G1-NA-TP3	R1	60	4	10	NA	NA	NA	NA	3	2.527458493	0.992337165	0.480204342	0	0	1.260577638	0.689308404	0.392180147	0	0
463	C5-G1-NA-TP3-R2	0.48921484	0.013373598	0.497411562	0	0	C5-G1-NA-TP3	R2	61	8	11	NA	NA	NA	NA	3	3.913718723	0.106988783	3.979292494	0	0	1.592031033	0.101643521	1.605287811	0	0
464	C5-G1-NA-TP3-R3	0.103126714	0.028387274	0.868486012	0	0	C5-G1-NA-TP3	R3	82	28	32	NA	NA	NA	NA	3	2.887547998	0.794843664	24.31760834	0	0	1.357778624	0.584917923	3.231500135	0	0
465	C5-G1-NA-TP6-R1	0.512529724	0.094018657	0.393451619	0	0	C5-G1-NA-TP6	R1	92	36	42	NA	NA	NA	NA	6	18.45107006	3.384671666	14.16425828	0	0	2.967902084	1.478114746	2.71894123	0	0
466	C5-G1-NA-TP6-R2	0.320906651	0.001491202	0.677602147	0	0	C5-G1-NA-TP6	R2	119	66	69	NA	NA	NA	NA	6	21.17983895	0.098419326	44.72174172	0	0	3.099183721	0.09387217	3.822573934	0	0
467	C5-G1-NA-TP6-R3	0.04630829	0.009067358	0.944624352	0	0	C5-G1-NA-TP6	R3	394	340	344	NA	NA	NA	NA	6	15.74481865	3.082901554	321.1722798	0	0	2.818088876	1.406807901	5.775086433	0	0
456	C5-G1-NA-TP12-R1	0.362148552	0.036424675	0.601426773	0	0	C5-G1-NA-TP12	R1	544	488	494	NA	NA	NA	NA	12	176.7284935	17.77524129	293.4962652	0	0	5.180257068	2.932539049	5.685266321	0	0
457	C5-G1-NA-TP12-R2	0.090287474	3.39E-05	0.909678615	0	0	C5-G1-NA-TP12	R2	400	347	350	NA	NA	NA	NA	12	31.32975336	0.0117671	315.6584795	0	0	3.475987963	0.011698406	5.757823842	0	0
458	C5-G1-NA-TP12-R3	0.042000764	0.011072929	0.946926308	0	0	C5-G1-NA-TP12	R3	403	349	353	NA	NA	NA	NA	12	14.65826651	3.864452081	330.4772814	0	0	2.750998989	1.581954085	5.803559275	0	0
459	C5-G1-NA-TP24-R1	0.129098062	0.086551071	0.784350867	0	0	C5-G1-NA-TP24	R1	385	329	335	NA	NA	NA	NA	24	42.47326242	28.47530235	258.0514352	0	0	3.772146092	3.383552704	5.557026634	0	0
460	C5-G1-NA-TP24-R2	0.114274571	0.002145086	0.883580343	0	0	C5-G1-NA-TP24	R2	302	249	252	NA	NA	NA	NA	24	28.45436817	0.534126365	220.0115055	0	0	3.382842224	0.427961076	5.398214761	0	0
461	C5-G1-NA-TP24-R3	0.018074821	0.005884826	0.976040353	0	0	C5-G1-NA-TP24	R3	330	276	280	NA	NA	NA	NA	24	4.988650694	1.624211854	269.3871375	0	0	1.789866127	0.964780605	5.599854774	0	0
468	C5-G2-T1-TP0-R1	0.173604061	0.07106599	0.755329949	0	0	C5-G2-T1-TP0	R1	54	0	4	96	1	0	NA	24.1	0	0	0	0	0	0	0	0	0	0
469	C5-G2-T1-TP0-R2	0.059631604	0.00330033	0.937068066	0	0	C5-G2-T1-TP0	R2	48	0	-2	85	-4.08	0	NA	24.1	0	0	0	0	0	0	0	0	0	0
470	C5-G2-T1-TP0-R3	0.016025641	0.028846154	0.955128205	0	0	C5-G2-T1-TP0	R3	49	0	-1	95	0.54	0	NA	24.1	0	0	0	0	0	0	0	0	0	0
477	C5-G2-T1-TP3-R1	0.039401949	0.027388098	0.933209953	0	0	C5-G2-T1-TP3	R1	52	0	2	92	-0.85	0	NA	27	0	0	0	0	0	0	0	0	0	0
478	C5-G2-T1-TP3-R2	0.002393686	7.75E-05	0.9975288	0	0	C5-G2-T1-TP3	R2	59	11	9	81	-5.93	0	NA	27	0.026330547	0.000852647	10.97281681	0	0	0.025989866	0.000852284	2.482638814	0	0
479	C5-G2-T1-TP3-R3	0.001822701	0.004308202	0.993869097	0	0	C5-G2-T1-TP3	R3	53	4	3	100	2.85	0	NA	27	0.007290804	0.017232809	3.975476388	0	0	0.007264354	0.017086008	1.604521122	0	0
480	C5-G2-T1-TP6-R1	0.002618144	0.007985338	0.989396518	0	0	C5-G2-T1-TP6	R1	102	48	52	92	-0.85	0	NA	30	0.125670899	0.383296243	47.49103286	0	0	0.118379213	0.324469233	3.881378891	0	0
481	C5-G2-T1-TP6-R2	0.001156796	2.51E-05	0.99881806	0	0	C5-G2-T1-TP6	R2	165	117	115	83	-5	0	NA	30	0.135345153	0.002941842	116.861713	0	0	0.126936705	0.002937523	4.769512014	0	0
482	C5-G2-T1-TP6-R3	0.000536315	0.001380741	0.998082944	0	0	C5-G2-T1-TP6	R3	184	135	134	90	-1.77	0	NA	30	0.07240257	0.186400018	134.7411974	0	0	0.069901524	0.170923527	4.910750113	0	0
471	C5-G2-T1-TP12-R1	0.006784261	0.004070556	0.989145183	0	0	C5-G2-T1-TP12	R1	367	313	317	86	-3.62	0	NA	36	2.123473541	1.274084125	309.6024423	0	0	1.138945697	0.821577389	5.738513774	0	0
472	C5-G2-T1-TP12-R2	0.000411565	3.38E-05	0.999554602	0	0	C5-G2-T1-TP12	R2	377	329	327	78	-7.31	0	NA	36	0.13540494	0.011131035	328.853464	0	0	0.126989363	0.011069541	5.798648507	0	0
473	C5-G2-T1-TP12-R3	0.001428088	3.75E-05	0.998534404	0	0	C5-G2-T1-TP12	R3	350	301	300	89	-2.23	0	NA	36	0.429854592	0.011289899	300.5588555	0	0	0.357572755	0.011226644	5.708965206	0	0
474	C5-G2-T1-TP24-R1	0.095063507	0.063375671	0.841560822	0	0	C5-G2-T1-TP24	R1	455	401	405	87	-3.16	0	NA	48	38.12046615	25.4136441	337.4658897	0	0	3.666645761	3.273880699	5.824423318	0	0
475	C5-G2-T1-TP24-R2	6.04E-05	6.04E-05	0.999879271	0	0	C5-G2-T1-TP24	R2	351	303	301	83	-5	0	NA	48	0.018290474	0.018290474	302.9634191	0	0	0.018125216	0.018125216	5.716907362	0	0
476	C5-G2-T1-TP24-R3	0.002493075	0.001939058	0.995567867	0	0	C5-G2-T1-TP24	R3	274	225	224	87	-3.16	0	NA	48	0.560941828	0.436288089	224.0027701	0	0	0.445289375	0.362062069	5.416112714	0	0
483	C5-G2-T2-TP0-R1	0.131944444	0.013888889	0.854166667	0	0	C5-G2-T2-TP0	R1	54	0	4	116	10.24	9.24	1	24.1	0	0	0	0	0	0	0	0	0	0
484	C5-G2-T2-TP0-R2	0.028292739	0.002680965	0.969026296	0	0	C5-G2-T2-TP0	R2	48	0	-2	111	7.93	12.01	1	24.1	0	0	0	0	0	0	0	0	0	0
485	C5-G2-T2-TP0-R3	0.023690773	0.027431421	0.948877805	0	0	C5-G2-T2-TP0	R3	50	0	0	122	13.01	12.47	1	24.1	0	0	0	0	0	0	0	0	0	0
492	C5-G2-T2-TP3-R1	0.034915667	0.0146611	0.950423232	0	0	C5-G2-T2-TP3	R1	53	0	3	111	7.93	8.78	0.95	27	0	0	0	0	0	0	0	0	0	0
493	C5-G2-T2-TP3-R2	0.005159638	0.000105119	0.994735243	0	0	C5-G2-T2-TP3	R2	58	10	8	106	5.62	11.55	0.96	27	0.051596382	0.001051193	9.947352425	0	0	0.050309373	0.001050641	2.393097639	0	0
494	C5-G2-T2-TP3-R3	0.003443415	0.000261986	0.9962946	0	0	C5-G2-T2-TP3	R3	52	2	2	117	10.7	7.85	0.63	27	0.006886829	0.000523972	1.992589199	0	0	0.006863223	0.000523834	1.096138966	0	0
495	C5-G2-T2-TP6-R1	0.002226772	0.000179372	0.997593856	0	0	C5-G2-T2-TP6	R1	96	42	46	115	9.78	10.62	1.15	30	0.093524424	0.007533632	41.89894194	0	0	0.089405896	0.007505396	3.758847162	0	0
496	C5-G2-T2-TP6-R2	0.000787357	5.62E-05	0.999156403	0	0	C5-G2-T2-TP6	R2	129	81	79	107	6.08	11.09	0.92	30	0.063775941	0.004555424	80.93166864	0	0	0.061824787	0.00454508	4.405885591	0	0
497	C5-G2-T2-TP6-R3	0.000258231	4.29E-05	0.999698826	0	0	C5-G2-T2-TP6	R3	154	104	104	120	12.09	13.86	1.11	30	0.026856039	0.004466011	103.968678	0	0	0.026501745	0.004456068	4.653662	0	0
486	C5-G2-T2-TP12-R1	0.002639248	5.48E-05	0.997305948	0	0	C5-G2-T2-TP12	R1	344	290	294	100	2.85	6.47	0.7	36	0.765382005	0.015893024	289.218725	0	0	0.5683671	0.015768052	5.670634863	0	0
487	C5-G2-T2-TP12-R2	0.00134389	2.90E-05	0.998627105	0	0	C5-G2-T2-TP12	R2	331	283	281	98	1.92	9.24	0.77	36	0.380320861	0.008208371	282.6114708	0	0	0.32231598	0.008174865	5.647605241	0	0
488	C5-G2-T2-TP12-R3	0.000623072	3.11E-05	0.999345824	0	0	C5-G2-T2-TP12	R3	330	280	280	101	3.31	5.54	0.44	36	0.174460272	0.008708905	279.8168308	0	0	0.160808699	0.008671201	5.637702609	0	0
489	C5-G2-T2-TP24-R1	0.000971031	0.009872148	0.989156821	0	0	C5-G2-T2-TP24	R1	271	217	221	98	1.92	5.08	0.55	48	0.210713708	2.142256028	214.6470303	0	0	0.191210027	1.144941022	5.373642952	0	0
490	C5-G2-T2-TP24-R2	0.000112969	0.000112969	0.999774062	0	0	C5-G2-T2-TP24	R2	364	316	314	97	1.46	6.47	0.54	48	0.035698147	0.035698147	315.9286037	0	0	0.035075738	0.035075738	5.758676524	0	0
491	C5-G2-T2-TP24-R3	0.000339202	3.38E-05	0.999626952	0	0	C5-G2-T2-TP24	R3	217	167	167	96	1	4.16	0.33	48	0.056646658	0.005652395	166.9377009	0	0	0.055100363	0.00563648	5.123593083	0	0
498	C5-G2-T3-TP0-R1	0.107237198	0.001869159	0.890893643	0	0	C5-G2-T3-TP0	R1	55	0	2	323	105.86	104.85	1	24.1	0	0	0	0	0	0	0	0	0	0
499	C5-G2-T3-TP0-R2	0.035772027	0.001364256	0.962863717	0	0	C5-G2-T3-TP0	R2	53	0	0	322	105.39	109.47	1	24.1	0	0	0	0	0	0	0	0	0	0
500	C5-G2-T3-TP0-R3	0.000715308	0.000715308	0.998569385	0	0	C5-G2-T3-TP0	R3	52	0	-1	319	104.01	103.47	1	24.1	0	0	0	0	0	0	0	0	0	0
507	C5-G2-T3-TP3-R1	0.04790396	0.013259477	0.938836563	0	0	C5-G2-T3-TP3	R1	54	0	1	309	99.39	100.24	0.96	27	0	0	0	0	0	0	0	0	0	0
508	C5-G2-T3-TP3-R3	0.020383693	0.021582734	0.958033573	0	0	C5-G2-T3-TP3	R3	53	1	0	340	113.71	110.86	1.07	27	0.020383693	0.021582734	0.958033573	0	0	0.020178726	0.021353124	0.671940691	0	0
509	C5-G2-T3-TP6-R1	0.055555556	0.055555556	0.888888889	0	0	C5-G2-T3-TP6	R1	74	19	21	318	103.55	104.39	1	30	1.055555556	1.055555556	16.88888889	0	0	0.720546155	0.720546155	2.884179788	0	0
510	C5-G2-T3-TP6-R2	0.001557605	7.82E-05	0.998364183	0	0	C5-G2-T3-TP6	R2	75	22	22	326	107.24	112.25	1.03	30	0.034267305	0.001720675	21.96401202	0	0	0.033693258	0.001719196	3.133928296	0	0
